RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Right	Index Right	Pupil Diameter Right [mm]	Point of Regard Right X [px]	Point of Regard Right Y [px]	AOI Name Right	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
1097294.6	13:31:23:430	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Information	Separator	1	-	-	-	-	-	-	-	-	-	-	-	-	-	-	42a7627970fed3e9ca7da818fff926b1_1680x1050.jpg
1097296.9	13:31:23:432	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.3	178.6	786.3	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097298.8	13:31:23:434	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	179.5	785.3	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097302.4	13:31:23:438	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.3	181.4	787.9	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097306.5	13:31:23:442	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	181.7	789.9	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097310.4	13:31:23:446	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	183.1	791.7	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097314.4	13:31:23:450	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	182.5	792.0	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097318.5	13:31:23:454	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	182.8	796.1	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097322.4	13:31:23:458	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	182.8	796.3	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097326.4	13:31:23:462	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	183.4	797.9	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097330.4	13:31:23:466	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	185.1	797.6	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097334.5	13:31:23:470	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	184.3	797.2	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097338.4	13:31:23:474	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	183.4	795.1	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097342.4	13:31:23:478	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	182.1	796.1	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097346.4	13:31:23:482	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	180.0	795.0	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097350.4	13:31:23:486	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	179.2	795.0	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097354.4	13:31:23:490	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	177.4	795.5	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097358.4	13:31:23:494	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	177.0	794.7	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097362.4	13:31:23:498	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	175.5	794.0	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097366.4	13:31:23:502	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	175.1	793.0	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097370.5	13:31:23:506	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	172.2	791.5	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097374.4	13:31:23:510	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	170.1	791.1	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097378.4	13:31:23:514	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	169.2	792.0	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097382.4	13:31:23:518	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	169.3	793.8	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097386.4	13:31:23:522	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	169.2	793.3	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097390.4	13:31:23:526	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	169.0	795.2	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097394.4	13:31:23:530	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	170.3	792.9	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097398.4	13:31:23:534	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	171.0	792.2	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
1097402.4	13:31:23:538	Trial001	OlderImpossible_screenshot.png	0.0	64784.5	Flo4	Coral	83.4	Eye	Fixation	1	3.2	171.8	788.5	White Space	-0.2	0.1	-1.0	-	-	-	-	-	-	-	-
