TimeStamp;GazeX;GazeY
4651112,42172355;103,354991346341;96,6061078649967
4651126,05614137;103,200636764597;96,5228497977462
4651139,20816714;97,2791268106662;95,0781515664903
4651172,1707685;97,8391741947129;102,909627577163
4651184,41061143;97,3800593407052;100,804048636183
4651201,11386377;97,2507778805193;104,43394860414
4651215,93758326;101,082403974144;112,436776882969
4651229,46423264;100,006013446152;109,473877424473
4651245,97076482;99,1781656707259;92,4748993406018
4651261,50780872;98,3381774774918;90,1493528209812
4651274,33353561;97,0771536240057;83,321951909101
4651290,82552761;93,0574041706176;75,1760292156972
4651320,25828502;91,0264321279149;74,6030517178103
4651335,81157972;86,230780548839;70,9291772655928
4651351,04841155;72,9482641873049;56,5808950903405
4651364,42923142;104,943830397602;65,8180311750755
4651380,94260604;125,814216310961;68,3946808065315
4651396,02591061;159,621375736904;87,6059480379247
4651409,3921903;153,187818992143;83,4012235759051
4651426,08346836;162,025445068182;90,5346622228125
4651441,11630994;174,699340744927;93,8933075247199
4651471,94193163;177,403374915192;96,3993072690179
4651486,14726557;177,665727220123;95,7895921862962
4651499,4545292;174,117595426691;89,1377487553713
4651516,40068818;177,98441796205;81,870944376447
4651530,8827133;184,997498350385;81,1219485999978
4651544,44314723;190,245982567264;80,203349040565
4651561,0660009;200,737553769522;86,4875162507054
4651576,08472994;206,034332058416;102,393979116105
4651589,29833767;207,956539472458;100,518865848123
4651621,96457583;219,773821042029;121,79946449754
4651634,74411625;212,932769027365;113,626791523048
4651651,263478;218,17955800702;114,869024000514
4651665,99097568;219,248562919795;112,331998020345
4651679,3632425;228,158388729167;107,041196522664
4651696,06264596;252,360846101151;103,346643569276
4651710,88080597;273,726814695734;114,51023983382
4651724,58792472;287,588127944379;116,074910182597
4651740,9764248;281,767803113945;113,873883452485
4651770,42714362;295,615154030559;117,302270606806
4651786,22420026;313,185003488437;132,212843907961
4651800,99531849;315,512761638309;133,353878519001
4651814,43258849;314,635742700373;129,431469671499
4651830,97333287;314,426830562535;129,189620989779
4651846,39619355;320,669177737924;136,553737197491
4651859,21807157;319,002210206814;129,532686360793
4651876,5042143;324,899171317303;123,135679561024
4651890,91182789;323,066613450997;115,308886138691
4651922,10480309;338,984211352093;111,785841851615
4651935,90258418;343,736677045097;113,61266453899
4651949,33985418;363,946271485186;113,231928522596
4651966,05636375;373,876932982287;112,612074705579
4651980,85399643;370,550902929563;107,995923244719
4651994,1826427;368,550897846246;107,76555827271
4652010,97869563;370,487416248843;106,339143663582
4652026,20697441;373,771780229543;103,757735665636
4652039,39919952;374,15996341573;103,193485816186
4652071,91148277;375,810833718113;102,756239984577
4652084,46907153;380,129194257955;109,56420247224
4652101,10432712;380,847653778179;111,249915234134
4652116,03153852;370,355402055746;95,371970294545
4652129,24600156;362,912234209606;84,7219713739177
4652145,96764295;354,306152372372;74,6699600520169
4652161,01374176;345,821644464046;69,3296171678061
4652174,54039114;343,418408978703;68,0491111632996
4652190,92375939;346,456069829322;77,4017066174546
4652221,14468041;346,243565694749;75,1126431011591
4652236,19035156;362,811782159826;78,1651623743296
4652251,38527344;409,848357094791;79,4869737922851
4652264,52917381;404,511546067687;76,4167745554602
4652281,03527834;444,745211622033;79,0361349047215
4652296,02706527;452,048266658734;88,5997560780684
4652309,4775925;453,251246840245;89,9243100855783
4652326,05597031;456,588398471869;101,988222660058
4652341,48310751;455,324302056335;95,3915736119633
4652371,96446892;455,040398002891;92,0914156447554
4652386,28313078;451,966825615823;96,9927966305152
4652399,73023679;448,461382951542;97,0078960029248
4652416,02850219;443,589883711519;99,4370677075201
4652431,10753023;448,47711125514;97,1252824511714
4652444,3857135;449,081195419094;69,587456992754
4652460,88027141;447,620792114276;66,4371539842441
4652475,99351166;448,272854412492;66,5072805225632
4652489,40041833;448,593133349391;64,2077887996813
4652522,16458892;450,105106775246;60,5798651118778
4652534,76836415;448,661323871876;53,6341486259989
4652551,20476131;445,822205690294;41,6960525491992
4652566,07680554;442,05136349493;61,1462818708032
4652579,752278;438,639975123356;78,7688934212114
4652596,56928591;440,644951447309;77,8055940236409
4652611,19970646;443,159371266868;63,8127219266616
4652624,73961307;452,526722072905;64,0543849925575
4652641,30687191;450,077045971851;61,2839350504139
4652670,40392209;453,194173354167;55,4726659744812
4652686,19285333;450,503596995181;44,9855093736955
4652701,07045704;451,419084332098;49,6429933937467
4652714,38883964;450,433012542273;44,0141933388642
4652730,90520782;447,757143677657;37,6666120565024
4652745,97482752;440,037703552981;34,8353807843502
4652759,36462809;439,683518755899;35,2391629525176
4652775,9609673;438,812242651834;46,7472861056211
4652791,11483454;443,051733899508;56,9058350979189
4652821,94687102;453,75705152199;68,1524390387377
4652836,08249759;471,14951740029;78,6349872712794
4652849,53730135;496,427861110639;83,3728504821914
4652866,15972736;504,852226162817;86,9984997540059
4652881,02150793;503,495850503796;85,6712721284169
4652894,77353019;518,212853892042;79,569844420495
4652911,41733883;521,815584654279;75,3682905519423
4652926,4745566;522,146468234555;72,9587641829095
4652939,93962402;524,532241499274;67,823068215413
4652972,3308816;522,192603162129;65,2072242778927
4652985,01933203;514,396836333861;60,0014741560105
4653001,03834033;476,499535048387;44,3999097942046
4653016,10026228;394,484094008213;51,9277592316431
4653029,5328281;265,205509228494;73,142686260853
4653046,11591008;153,076224561396;84,5381893980745
4653061,14361983;135,709005094895;86,4701895742547
4653074,56463904;122,605201741479;86,9498829598615
4653090,89412307;70,4568433491402;93,1058364999107
4653120,46800582;57,8383807074079;94,9824034065192
4653136,21288885;56,677015983629;95,1419066842967
4653150,91258911;53,4101528186546;84,9937747866473
4653164,69925122;44,0892637692827;61,3396010335317
4653180,99708897;38,8641636658699;63,4897159840518
4653195,9880206;36,6815563622618;73,7183281145634
4653209,47233238;48,6890665495562;80,1804086191746
4653226,03617;48,9633737994684;81,8594920886369
4653240,84919817;51,4639796716767;85,4250846711942
4653273,69162917;74,5710614172354;107,01820569418
4653286,00545599;71,1006732715361;100,802898650692
4653299,61164874;80,5887519475878;116,23406768626
4653316,01682727;75,5814498016235;109,466831516218
4653331,41274584;80,224209575907;122,102617157176
4653345,18358481;81,4154716467673;129,70619129962
4653360,96738422;76,4822152346165;123,128121994846
4653376,15161479;83,7723697961271;130,878344179404
4653389,34212929;132,221813329448;153,798673063069
4653421,97415525;144,174647696201;126,652870914199
4653434,24992099;153,060085665817;123,827278836863
4653450,8462602;157,127955394758;129,048707481148
4653466,0788155;158,383721857312;135,860103170204
4653479,44039101;182,778378725042;165,795007742965
4653495,80750847;189,939255931427;165,897003924543
4653510,81298028;191,449223442331;168,048314197131
4653524,36614412;187,371252609284;181,301113469914
4653541,03133538;186,104657277163;181,068364806774
4653570,34221183;172,934134649667;173,578823154959
4653586,04903378;135,689611897743;162,362734216322
4653600,95486256;132,961500708159;163,452590590834
4653614,35449914;132,179011388271;161,065919320695
4653630,90679014;127,837185999017;158,514692826268
4653646,11197568;136,449100500729;158,115122699585
4653659,23149986;114,802762603213;137,410727884626
4653675,83981334;114,173772428616;129,180188784269
4653690,88847806;102,12116551397;125,671628003851
4653722,34274896;97,3492294136202;120,46290135285
4653735,99085166;110,433883786908;124,668796209402
4653749,86389958;120,780129960761;126,640626652599
4653765,84142559;124,500959158017;146,625779527246
4653780,97048898;123,84501628798;152,892594793953
4653794,55230554;112,40406869864;159,114623849331
4653811,15078301;111,0365436688;156,528871958672
4653825,85219388;110,916860768675;154,82346486321
4653839,20949286;112,270937429744;154,1755044667
4653871,88342876;112,655597290091;150,416469013233
4653884,20837455;115,822138653388;144,378443545013
4653900,99672974;123,560352578083;142,363016237441
4653915,88759068;143,184866581366;149,424184611063
4653929,27867421;163,252835591561;150,711135175185
4653946,34970772;176,706020097072;153,592405734408
4653960,9844048;188,418903136937;148,689965902924
4653974,51575835;186,840807177204;148,738315423949
4653991,07703006;200,183924123907;155,635997365718
4654020,11207062;212,588788372296;158,276604480916
4654036,08318184;215,504558245623;161,998580547385
4654050,92742865;215,782635072647;152,059587457344
4654064,33262471;215,311382503722;152,831526924718
4654080,93067453;210,056754918327;148,024423508833
4654096,01697267;194,160290756918;129,709491084009
4654109,10100169;189,082357837061;122,6919284023
4654126,08778766;189,981778235386;122,704858156811
4654141,09454243;190,040335618781;123,883742920732
4654171,98217373;192,774646232351;124,738961131692
4654185,92920555;211,794920263332;135,195699674831
4654199,33055274;231,995145124283;139,63027005719
4654216,21213618;243,558480967212;143,946249544128
4654231,30869798;256,337361997365;138,294765578777
4654244,23278495;265,092580659294;126,197128705701
4654260,89113378;268,92972431154;131,127552158746
4654275,90173742;269,816865435045;133,036245848634
4654289,08583713;269,977722153447;138,048985207863
4654321,89234532;267,832819619703;150,989149646033
4654334,17580881;267,75257270385;151,890049718891
4654350,91926049;270,259596660502;153,436237530488
4654366,10349106;272,293226892919;153,586604316283
4654379,55316298;271,736440139389;152,644610865857
4654396,15335106;273,277770557493;149,281698669562
4654410,70936007;272,69198062332;142,455719073693
4654424,33394188;273,5894560189;139,725452731861
4654440,80369594;274,846700384189;133,390352165338
4654470,50972332;270,764645768039;130,039080147598
4654485,81925608;271,596176717984;128,772591017772
4654500,9192391;273,136009880908;128,895946919603
4654514,3304223;285,608045946838;127,087472510204
4654530,80915707;319,271987987117;122,18630972189
4654545,88818512;328,829182091297;121,240420337325
4654559,16679603;334,470568334366;121,024324130139
4654575,8328426;346,22909964819;118,66321283389
4654590,79811508;375,350696667299;122,459035501795
4654621,79437013;373,362433032586;115,292423354887
4654636,08010274;375,413771403316;114,708257139249
4654649,41730205;378,441812223055;114,148005117126
4654666,01022004;376,77712337277;113,407474359759
4654682,79044984;375,34371341742;114,218891963015
4654694,3922352;372,654808911192;111,435030927389
4654710,88251658;368,842026970297;116,692062838627
4654726,10609118;365,4199924542;118,277135281007
