id,start_timestamp,duration,start_index,end_frame,norm_pos_x,norm_pos_y,dispersion,avg_pupil_size,confidence
0,31626.416457652,0.36806511550094,0,9,0.579675179831452,0.27363824941600612,0.9931320894652198,73.22392399369659,0.8201079030286424
1,31626.792424596002,0.15206882799975574,9,14,0.56939705198140433,0.25620493732529076,0.46217813199173147,76.84453532051404,0.806844467171167
2,31627.1804888115,0.6201834535022499,21,39,0.56032634226399747,0.20434594279298654,0.79552259122002911,79.90926750965384,0.9385163657684861
3,31628.884515974,0.17600277599922265,72,77,0.31094304872773448,0.74190154043992917,0.98838531445781697,74.78867462687,0.9993232526794981
4,31629.1524926675,0.1599587389973749,80,84,0.34554522054565384,0.75827730651781156,0.37654654020719791,73.59685915148246,0.9992078034708658
5,31629.4724171825,0.5881148450025648,89,107,0.39463756505061265,0.76580266156737964,0.89794573295661839,73.29787107804869,0.9995518288963008
6,31630.0684834265,0.20196816400130047,107,113,0.40470324046467071,0.74424938126507656,0.57612361325032202,74.33955370682936,0.9997205141712125
7,31630.2804189525,0.1761109729995951,113,119,0.42593214882734909,0.73686961377704419,0.40603992040573827,75.4474402620102,0.9994204484399457
8,31630.480519968005,0.3780335249975906,119,131,0.34799375117619002,0.71569562777641749,0.56811568341734564,76.78502255600706,0.9989437212552366
9,31630.868567162004,0.4279806404992996,131,144,0.36728914489365078,0.72708104200184931,0.53107313959534364,77.2675489305691,0.9990973072674905
10,31631.304584778,0.32000903399966774,144,153,0.39684133287591988,0.73454899023034992,0.75578390123619232,76.02677162456553,0.9970067059823554
11,31631.690553598004,0.25994750099926023,155,163,0.42007591057398375,0.75498601374308094,0.38680956260182231,74.92806037142454,0.9895500009481701
12,31631.9765316075,1.1679648525023367,164,199,0.34835194590237861,0.73779901162407602,0.84086727850908505,75.70635005429503,0.9986830217124256
13,31633.152578235,0.5118844230019022,199,214,0.37177148793050574,0.75276069314904182,0.83718956982406578,74.81112516775292,0.9984689889771776
14,31633.672476345004,0.3200226004992146,214,224,0.40057733811834728,0.76080936587287173,0.95066996737401854,74.14917065070306,0.9917466409711786
15,31634.058488537004,0.47793456349609187,226,240,0.41909386648206931,0.76685944789704896,0.98230804025000473,73.8299370425149,0.9924125776237716
16,31634.564445641,0.4100331264999113,241,253,0.35348164004302013,0.74139874331457745,0.89146176767819296,73.46992895619434,0.9985280051526259
17,31634.984535219002,0.4279772055015201,254,266,0.37189109882701571,0.75987750305570634,0.56326338890749217,71.76239005368069,0.9983926158391297
18,31635.420526148504,0.3099370709969662,267,276,0.38596251698315515,0.75842100149850289,0.25494321075212312,71.36070321608156,0.9981892894674607
19,31635.740447484503,0.49401114899956156,276,291,0.40139698294211917,0.76025239531806876,0.61427867230737887,71.23667393984267,0.9989509073120946
20,31636.244435666,0.728004681001039,291,313,0.42519251001637282,0.75623911917117159,0.82821872838036004,71.83918713294278,0.9992905611753803
21,31636.9804199335,1.472041764500318,313,357,0.44531042055014414,0.75684619473886228,0.93963378256615127,70.07544188930704,0.9995866119190349
22,31638.460457615503,0.41207264400145505,357,370,0.46091497654285107,0.76460243376220594,0.86731176791636999,71.40703157405541,0.999377748861994
23,31638.964493377003,0.2200671294995118,372,379,0.46890861882571455,0.78750201120145757,0.465894011057713,69.85717394901714,0.9788806751079695
24,31639.23243269,0.564032826499897,380,397,0.34274736929278088,0.7584852947095887,0.96207221894885997,71.42181682697357,0.998308549559173
25,31639.804452050503,1.1600224729991169,397,432,0.36769541067496908,0.76212879719753779,0.99942350501430655,71.6814525298517,0.9982986480466179
26,31640.97248356,0.35208851950301323,432,443,0.37925472065474791,0.76801374105272824,0.46365780458219674,71.51425557267049,0.998531107165923
27,31641.332541094504,0.24388226099836174,443,450,0.39446283449882558,0.77272517994764234,0.61255048735492401,71.92424177370334,0.9953406502744225
28,31641.584461316,0.5879559390014037,451,468,0.40331318346552353,0.78491645907727259,0.77727662064766001,71.2009789343057,0.9885962524801087
29,31642.232452062002,0.40397103499708464,470,482,0.42147518094914621,0.78742254478016782,0.99943791028868112,71.54758425884937,0.98963771994449
30,31642.644418110503,0.5960395044967299,482,500,0.4392061432809527,0.78076202069368938,0.81706523311161472,69.27716883922679,0.9993555047590225
31,31643.248403502002,0.6960447780002141,500,521,0.46401740852871948,0.7786135547356966,0.74956697000317274,67.2886085231162,0.9994765093501747
32,31643.9524172275,0.28007717299988144,521,530,0.48236694276854863,0.77970901956667915,0.57285919590789292,67.10111662535938,0.9993489288113262
33,31644.372454725504,0.178006762998848,534,539,0.35767713441753279,0.7759509733329959,0.91624165021760606,65.93759228805749,0.9986405419856074
34,31644.560426640004,1.612091454997426,539,588,0.35420405273883893,0.77453567612959684,0.98638841117118614,69.40043937026495,0.9986147951573255
35,31646.180607036502,0.4878549419991032,588,602,0.37942701523905709,0.77994269622939083,0.88342867281404303,71.87059897205023,0.9980108238166214
36,31646.676508661003,0.664028483995935,603,622,0.39612861337275579,0.78186861440520772,0.55289559678699562,71.27445686067165,0.9982200381744329
37,31647.348610865003,0.6359126960014692,623,642,0.41725852674599206,0.78505107477460845,0.90019202513118868,70.33031018137616,0.9984617388995118
38,31647.994467395,0.6059772035005153,642,657,0.43663867317668326,0.79136508350893375,0.94129447363200802,68.47238020474553,0.9986065138482217
39,31648.758393153003,0.3020982210000511,662,671,0.46755067310135168,0.80415751230783072,0.98878648558289339,67.39007953961169,0.9763609959587569
40,31649.068433180502,1.37999417500032,671,712,0.47657107267560805,0.79063667244490987,0.85403513742896831,66.04006306564263,0.9992507439804124
41,31650.456420047,0.5800966010028787,712,730,0.49150338914132402,0.79550205020083276,0.79895950647598857,67.38290917200504,0.9920903666055297
42,31651.092423496502,1.0520725944988953,731,763,0.35745143810163232,0.77663536958718393,0.65969286012788386,68.27123210250308,0.9977369747332192
43,31652.152494026002,0.35997699999643373,763,774,0.37284855826157232,0.78343896236936983,0.41034610542666344,68.42783263814805,0.998108026614331
44,31652.5204431085,0.5640804240028956,774,791,0.39248988072891766,0.78275342868452713,0.97168585618760928,70.35488196668132,0.9979777971084465
45,31653.092466519003,0.9759424369985936,791,820,0.41601184831651583,0.77796218068911238,0.96533783309082288,69.80940326462319,0.9986723927700826
46,31654.076534937005,0.18388837249949574,820,826,0.43402146327637953,0.77772171198441165,0.38499382353613454,68.70002847946661,0.9984621464455018
47,31654.2845571535,1.3879001530003734,827,868,0.36482895611479349,0.76543768609372576,0.83195625521334393,67.59566884989744,0.9980927924866052
48,31655.680470068502,1.6479959290008992,868,917,0.39408975637358151,0.76541223649255918,0.93636000464203972,68.65165902260215,0.9974761321988145
49,31657.3365486965,0.46798997900259565,918,932,0.41664809053936019,0.76842442069861272,0.83902831450207505,68.62211041961473,0.9982364396491429
50,31657.916595703005,0.7960112514992943,935,959,0.43565217139405438,0.78252386893987491,0.95405396546621501,64.86794648649543,0.9928911795072852
51,31658.7205510665,0.8839395495015197,959,985,0.459354273164506,0.77406855276069431,0.95100251566836813,62.59032947532971,0.9992763634367148
52,31659.6125169535,0.5279264040000271,986,1001,0.4816334596161983,0.77096502301067138,0.59512363037807525,63.00806636084729,0.9977615450618558
53,31660.174484575502,0.9580337125007645,1002,1031,0.35532424096117332,0.75507840863272224,0.90347368368824987,64.90199249938304,0.9989199101257157
54,31661.140445418503,0.5460302319988841,1031,1047,0.37947417330670241,0.76600053676263757,0.63822976627928996,67.7320595799382,0.9983240835382445
55,31661.696492435505,0.5119621114972688,1048,1063,0.40371096624318675,0.76449012502204061,0.9372026273528995,68.80209233065935,0.998160597222659
56,31662.216429865504,0.19212621049882728,1063,1069,0.41999861027031643,0.76438386135108682,0.8138749793238671,66.93314678254245,0.9850713418556849
57,31662.4685639855,0.20784770949831,1071,1077,0.42987497681775377,0.77347497176353619,0.99553468160010572,64.02796021161537,0.9877919246988965
58,31662.684392166502,0.6481268320021627,1077,1097,0.43862498960869784,0.76648803591442394,0.96357337349312477,64.66341943360669,0.999012258648439
59,31663.340518036002,0.614008141499653,1097,1115,0.46227800183521528,0.76913359049533025,0.93991616302616643,63.10008665586589,0.9990595598097756
60,31663.964496836503,0.948115469996992,1115,1144,0.4810012906991461,0.77594339177698379,0.84741829686425341,62.38870516506633,0.9993726462321363
61,31664.952590150002,0.4479382284989697,1145,1158,0.35582807622840035,0.75621159694717821,0.69178434276888878,63.551480081520445,0.9940867274106711
62,31665.466524779502,1.4939515449987084,1160,1205,0.37314385208815853,0.76139265212589557,0.79574391542054101,66.13632953268024,0.9960354626170781
63,31666.968450291002,0.7160245845007012,1205,1226,0.39508367656859866,0.76747213593239494,0.68423577354152609,68.12797900766061,0.9984138472028105
64,31667.692534009504,0.2438743059974513,1227,1234,0.40924582485107597,0.7719176432468916,0.48206352386891271,67.89459602044192,0.9980292659813121
65,31667.9444151305,0.7640100935022929,1234,1257,0.42925275555791037,0.76854992540705069,0.95102316342423887,67.0177732404528,0.9981291140671134
