timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
9411.71940646,0,0.6858015280245716,0.29980563407706773,0.21325624549405464,9411.71940646-1,-219.92595019395532,172.57313215484712,652.0689557117687,,,,,,,-40.2523792541867,14.413137632894545,-18.41398604556425,-0.25237527683586736,0.22215661542797435,0.9417819056785955
9411.73877051,0,0.9501156354611835,0.2913462755324257,0.2100732933734708,9411.73877051-1,-228.93585270779278,174.79044465804606,649.0605208727462,,,,,,,-40.2523792541867,14.413137632894545,-18.41398604556425,-0.26503087570497524,0.22527112388850942,0.9375561613391821
9411.88959801,0,0.7367941979222882,0.5071427396657574,0.29043115252764273,9411.88959801-1,-13.950020341302217,123.56240422209893,684.6074749836533,,,,,,,-40.2523792541867,14.413137632894545,-18.41398604556425,0.03694513932881553,0.15331457057263417,0.987486556430063
9411.90595679,0,0.8096865370400628,0.51335904529046739,0.32691766940824374,9411.90595679-1,-8.027808484925409,102.8683220925005,687.2642752959292,,,,,,,-40.2523792541867,14.413137632894545,-18.41398604556425,0.045263668586715045,0.12424699720051947,0.9912183836030922
9411.91938972,0,0.9958369267717703,0.51122756800927405,0.3318470464135993,9411.91938972-1,-10.050689421754143,100.10359506247731,687.6947552866569,,,,,,,-40.2523792541867,14.413137632894545,-18.41398604556425,0.04242226495807964,0.12036357268834338,0.991823049644202
9411.9430208,0,0.9173852196610794,0.51084555041123136,0.3371243583128255,9411.9430208-1,-10.41211108482102,97.12961705304257,688.0646715067468,,,,,,,-40.2523792541867,14.413137632894545,-18.41398604556425,0.04191460046522241,0.11618622752005216,0.9923426458650761
9411.98788772,0,0.8444572271208164,0.49845502489670707,0.33965339192617938,9411.98788772-1,-22.188664921318477,95.79901781035936,688.6182564167148,,,,,,,-40.2523792541867,14.413137632894545,-18.41398604556425,0.025372874160606983,0.11431722502584368,0.9931202290353476
9412.00688358,0,0.9993529643684,0.49825381617665343,0.34070594584879199,9412.00688358-1,-22.37944262385619,95.20649276945865,688.6910578135391,,,,,,,-40.2523792541867,14.413137632894545,-18.41398604556425,0.025104901663370916,0.11348494529517791,0.9932224882189407
9412.10186825,0,0.7112757511810098,0.48014280493844519,0.31966846838065344,9412.18437026-0 9412.01936625-1,-28.942391388119567,78.24282364855418,501.4611017923951,76.41599818516468,40.79582925825061,82.41948741379414,-0.24397545707910634,0.0949841339566557,0.9651186407066985,-40.2523792541867,14.413137632894545,-18.41398604556425,0.022644648732801843,0.11318568253925032,0.9933157711180733
9412.1120255,0,0.7112757511810098,0.47943316445050754,0.32028702697187605,9412.18437026-0 9412.03968074-1,-29.58865074374677,78.39470269359958,504.08247770610404,76.41599818516468,40.79582925825061,82.41948741379414,-0.24397545707910634,0.0949841339566557,0.9651186407066985,-40.2523792541867,14.413137632894545,-18.41398604556425,0.021334463112603654,0.11268397857750734,0.9934018127905956
9412.12003559,0,0.7112757511810098,0.4790588315673644,0.31991185699496927,9412.18437026-0 9412.05570093-1,-29.922669783253863,78.74035367125244,505.2624097984395,76.41599818516468,40.79582925825061,82.41948741379414,-0.24397545707910634,0.0949841339566557,0.9651186407066985,-40.2523792541867,14.413137632894545,-18.41398604556425,0.020585314579508456,0.11360564266903753,0.9933126410035353
9412.1287426,0,0.7112757511810098,0.47914753739949267,0.31980716417425636,9412.18437026-0 9412.07311495-1,-29.840726513481627,78.73133047354013,504.92336657507263,76.41599818516468,40.79582925825061,82.41948741379414,-0.24397545707910634,0.0949841339566557,0.9651186407066985,-40.2523792541867,14.413137632894545,-18.41398604556425,0.020746949734017563,0.11371467460487511,0.9932968019963831
9412.13747553,1,0.7112757511810098,0.48004990057267927,0.32085734538969868,9412.18437026-0 9412.0905808-1,-29.041346866555067,77.847119063395,502.1380115835465,76.41599818516468,40.79582925825061,82.41948741379414,-0.24397545707910634,0.0949841339566557,0.9651186407066985,-40.2523792541867,14.413137632894545,-18.41398604556425,0.02256502047906808,0.1112458641883519,0.993536701663188
9412.14416056,1,0.7112757511810098,0.47788677482732106,0.3218505849503962,9412.18437026-0 9412.10395086-1,-31.023879651154807,78.64967195346621,509.9585466482852,76.41599818516468,40.79582925825061,82.41948741379414,-0.24397545707910634,0.0949841339566557,0.9651186407066985,-40.2523792541867,14.413137632894545,-18.41398604556425,0.018494401706541822,0.1112282198642981,0.9936227856743911
9412.16325205,2,0.7112757511810098,0.43314992022931947,0.34810680280527206,9412.18437026-0 9412.14213383-1,-93.50099483446095,100.95477992594903,758.38318354822,76.41599818516468,40.79582925825061,82.41948741379414,-0.24397545707910634,0.0949841339566557,0.9651186407066985,-40.2523792541867,14.413137632894545,-18.41398604556425,-0.0668643820422374,0.101467350598414,0.9925893063984967
