TimeStamp;GazeX;GazeY;TimeStampWindows
692318445,695804;216,81363088596;185,207712045091;14:12:02.055
692318457,395527;214,698994511706;180,023546559141;14:12:02.057
692318474,521307;211,185369157895;175,98880609133;14:12:02.074
692318489,704261;211,700984954424;176,091866545227;14:12:02.09
692318502,370907;209,395714170073;180,515767292021;14:12:02.102
692318519,36497;207,373561546312;181,086726949364;14:12:02.119
692318534,733525;206,331432975733;180,422546244226;14:12:02.135
692318547,534026;202,927606243976;179,187764968977;14:12:02.147
692318564,706421;204,076638073006;180,743606572827;14:12:02.164
692318593,769699;217,971780246578;180,020894674274;14:12:02.193
692318609,648871;249,897315552402;181,427888551085;14:12:02.21
692318624,857485;294,684727735567;177,248223285519;14:12:02.225
692318637,752924;295,222037163051;177,370405788786;14:12:02.237
692318654,657181;305,205155893748;167,538606740493;14:12:02.254
692318669,764868;304,583307040471;168,686034903298;14:12:02.269
692318682,762517;305,007954623678;168,503117620658;14:12:02.282
692318700,108538;308,060330031445;168,882876859537;14:12:02.299
692318714,744525;332,76876192459;160,588514802721;14:12:02.314
692318745,408079;365,456337784714;169,805440898611;14:12:02.345
692318759,642927;375,786721122237;172,797857321304;14:12:02.359
692318773,060103;377,370260643977;174,365673190961;14:12:02.375
692318789,798002;381,370973380858;174,136152968555;14:12:02.389
692318804,688015;381,595018958127;175,359815874377;14:12:02.404
692318817,94867;380,191130560532;171,612091420327;14:12:02.417
692318835,056489;380,23545204277;171,589775955173;14:12:02.435
692318849,600102;380,837606577175;172,057757381624;14:12:02.449
692318862,732034;379,801818299681;165,949368784444;14:12:02.462
692318895,742119;379,433994959907;164,276935870949;14:12:02.495
692318907,601356;383,99737607079;173,049334114496;14:12:02.507
692318924,685654;493,191528989207;160,886691999907;14:12:02.524
692318939,560698;479,571005816884;161,523102617761;14:12:02.539
692318952,910733;502,457106958702;153,537005420169;14:12:02.552
692318969,580208;514,03263514761;152,603937352797;14:12:02.569
692318984,518117;516,461577018517;147,486912173336;14:12:02.584
692318997,639785;512,403138378613;151,206429822705;14:12:02.597
692319043,573534;516,486788271796;138,087009163972;14:12:02.643
692319087,558471;515,628675445459;143,964275391117;14:12:02.687
692319132,634349;516,360228531004;147,100063959179;14:12:02.732
692319149,576239;562,953240297573;132,586083130034;14:12:02.749
692319195,297445;625,94648878746;149,610845934803;14:12:02.795
692319209,633647;635,264353490994;151,310706553232;14:12:02.809
692319222,264797;634,203981518089;149,5684896455;14:12:02.822
692319239,36107;629,717833358625;148,046838740816;14:12:02.839
692319254,664622;629,69648993067;146,192660270328;14:12:02.854
692319267,668685;629,993857437897;144,99437622917;14:12:02.867
692319284,755977;624,827906133599;144,293312429523;14:12:02.885
692319299,653259;644,807194155717;144,47614523298;14:12:02.899
692319312,565805;641,532240165321;146,103821293083;14:12:02.912
692319345,76534;645,127485686928;146,873908471751;14:12:02.945
692319357,876037;638,704961159497;153,034318414509;14:12:02.959
692319374,658412;779,619885612314;155,698729748572;14:12:02.974
692319389,593756;785,751254046865;158,33886648556;14:12:02.989
692319402,720128;799,93087340885;160,205809371075;14:12:03.002
692319419,549117;828,938419164848;158,691224865067;14:12:03.02
692319434,919811;832,535169587398;160,021672580215;14:12:03.035
692319447,526157;833,100944813532;158,737392296872;14:12:03.047
692319464,716086;834,436397789067;158,003652203391;14:12:03.064
692319493,745579;836,620037546748;161,038652389181;14:12:03.094
692319509,811208;835,673051750714;161,465129572373;14:12:03.11
692319524,682831;835,533855412633;157,179940020454;14:12:03.124
692319537,69502;835,278628550102;158,112242549847;14:12:03.138
692319554,750238;835,678481857068;158,37909829739;14:12:03.154
692319569,64025;834,929375555082;160,275829089054;14:12:03.169
692319582,66142;834,859782172118;159,82522301124;14:12:03.182
692319599,479718;862,093386961442;153,843543794206;14:12:03.199
692319614,733235;915,691574039856;156,026247106791;14:12:03.214
692319645,688876;923,666956033482;152,157912723098;14:12:03.245
692319660,006261;928,80504481999;153,002452539072;14:12:03.26
692319672,70327;929,605026215002;156,977383839296;14:12:03.272
692319689,544661;935,75822438554;160,132078461199;14:12:03.289
692319704,522342;936,416262193795;158,695307424891;14:12:03.304
692319717,729968;936,507481290613;158,207369093349;14:12:03.317
692319734,866867;938,883123559972;151,727954408284;14:12:03.335
692319749,918105;932,437990255352;164,752413743875;14:12:03.35
692319762,843052;924,996164235179;164,684543706522;14:12:03.363
692319869,092512;933,352259838675;176,662984924619;14:12:03.469
692319884,511958;480,697588582677;208,649764074389;14:12:03.484
692319897,688366;256,366813777774;225,717705094453;14:12:03.497
692319914,942442;201,34586747505;228,449774313625;14:12:03.515
692319943,672151;126,581753347573;217,506293062495;14:12:03.545
692319959,760018;78,0884125356138;216,531040123695;14:12:03.559
692319974,772767;61,3690427765791;216,646175650802;14:12:03.574
692319987,616461;59,5899089963627;215,227561958897;14:12:03.587
692320004,587431;67,1550843111021;210,375725630161;14:12:03.604
692320019,584356;66,1439150861558;218,828648185355;14:12:03.619
692320032,73596;38,0465126457988;226,505779561759;14:12:03.633
692320049,549981;42,5279366352924;222,292289821073;14:12:03.649
692320064,682045;35,8688957815719;220,40326085417;14:12:03.664
692320095,45294;35,7174486734597;217,732001036909;14:12:03.695
692320109,506463;34,2517102511652;219,081957558324;14:12:03.709
692320122,66662;42,8880288497035;212,285425430333;14:12:03.722
692320139,588838;43,3324424819196;212,322598714675;14:12:03.739
692320154,44421;40,6121066236782;216,781496367449;14:12:03.754
692320167,556042;39,3956279242437;219,157478079089;14:12:03.767
692320184,537703;49,319944950801;221,136664388916;14:12:03.784
692320199,819017;98,3485173424366;226,230458023848;14:12:03.8
692320212,706332;121,158168919902;229,935020654066;14:12:03.812
692320245,910999;126,997174611584;230,460518294504;14:12:03.845
692320257,527757;139,767704576598;224,486826061541;14:12:03.857
692320274,556888;146,187464267309;232,497365362173;14:12:03.874
692320289,654311;147,663043749831;233,35039561476;14:12:03.889
692320302,771275;157,764346025136;239,699068548841;14:12:03.902
692320319,764483;159,280676787143;240,925868438411;14:12:03.92
692320335,165112;161,167733594467;235,276212814496;14:12:03.935
692320347,559771;162,233823829213;236,758661965471;14:12:03.947
692320364,700091;165,694766310765;236,836874026173;14:12:03.965
692320393,588887;171,772818498168;235,945717075944;14:12:03.993
692320409,725935;187,612405379116;233,980926100318;14:12:04.009
692320424,79385;201,400164090024;233,810311929654;14:12:04.025
692320437,36128;227,577375833906;232,543907667228;14:12:04.037
692320454,71671;259,603882658069;230,159350378746;14:12:04.054
692320469,647777;283,613098562652;235,347826694988;14:12:04.069
692320482,44785;286,933114185541;250,190075432987;14:12:04.082
692320499,662154;290,004257831836;251,607266333923;14:12:04.1
692320514,937054;295,090355719941;248,050699803386;14:12:04.115
692320545,695975;288,832332887779;245,864061485696;14:12:04.145
692320559,71272;285,250699274707;243,656659613465;14:12:04.159
692320572,424269;285,557619518123;243,112358187841;14:12:04.172
692320589,587255;280,616104249084;238,127745257729;14:12:04.189
692320604,619676;285,189591666077;233,357446192135;14:12:04.204
692320617,626733;285,656635377883;231,650913849053;14:12:04.218
692320634,702905;287,595909737496;230,474789879651;14:12:04.234
692320649,672033;288,941721141759;232,476046092715;14:12:04.249
692320662,570039;290,276181355395;230,49300720202;14:12:04.262
692320695,551471;286,670928159822;228,252781826551;14:12:04.295
692320707,399589;288,328622250126;230,004058789396;14:12:04.307
692320724,669489;360,997636457894;219,80251926288;14:12:04.324
692320739,696777;405,830984212565;217,013813514909;14:12:04.339
692320752,368127;419,554390039921;220,866379249557;14:12:04.352
692320769,591412;439,971125824595;216,836918198308;14:12:04.369
692320784,749562;440,199965912327;215,959469405015;14:12:04.384
692320797,396108;450,464079570819;216,221237056235;14:12:04.397
692320814,664297;445,942964649246;215,367663902375;14:12:04.414
692320843,552237;454,14039531896;206,927406002431;14:12:04.443
692320859,405751;466,094333494167;208,187893260296;14:12:04.459
692320874,498898;486,107639293234;213,313504520897;14:12:04.474
692320887,440952;492,277491627223;214,262773838342;14:12:04.487
692320904,531237;523,584876509593;218,207477975095;14:12:04.504
692320919,631227;527,898271322975;217,573386480286;14:12:04.52
692320932,477059;534,216682662442;218,478735039127;14:12:04.532
692320949,47326;531,435951198524;209,300526380545;14:12:04.549
692320964,54588;533,970030546951;213,598210831436;14:12:04.564
692320995,58363;533,202911810349;213,877413743799;14:12:04.595
692321009,463099;530,422769392574;213,435128331071;14:12:04.609
692321022,431668;528,503947778634;213,348072001494;14:12:04.622
692321039,419316;527,739532526913;212,437539461326;14:12:04.639
692321054,62237;528,067297058973;212,870946201563;14:12:04.654
692321067,64525;532,926998459485;221,092075950085;14:12:04.667
692321084,817217;570,123151720922;221,555825665261;14:12:04.684
692321099,902239;579,910801622957;213,388783318372;14:12:04.699
692321112,533817;580,508156498543;213,004384719266;14:12:04.712
692321145,530217;589,186713543611;213,047144166658;14:12:04.745
692321157,362939;588,081880916931;211,424207703795;14:12:04.757
692321174,640109;589,141927798254;211,040153576797;14:12:04.774
692321189,468966;592,556784197608;208,051770802492;14:12:04.789
692321202,588496;593,425497985904;207,322865975455;14:12:04.802
692321219,623187;594,854518891353;211,478811932873;14:12:04.819
692321234,577774;597,34284855961;214,83091568319;14:12:04.834
692321247,37913;597,867236180073;214,165225450664;14:12:04.847
692321264,678965;598,951655416361;212,691553994189;14:12:04.864
692321293,64089;633,453396773189;206,572524164029;14:12:04.893
692321309,845934;659,296075055815;215,865411757059;14:12:04.91
692321324,62775;669,433707547192;218,672347886255;14:12:04.924
692321337,548849;672,937943607545;218,794848748267;14:12:04.937
692321354,715684;700,464204729156;211,028254428832;14:12:04.954
692321369,716458;704,543371670471;208,316062314807;14:12:04.97
692321382,770984;708,152186925189;210,572860727287;14:12:04.982
692321400,164903;714,175604982733;207,733043616651;14:12:05
692321414,555844;714,839036670099;208,004935326257;14:12:05.016
692321445,502077;716,41244222894;227,848331261086;14:12:05.045
692321459,964864;717,107729904311;228,106107269942;14:12:05.059
692321472,40913;719,822770379539;227,965917280143;14:12:05.072
692321489,546885;721,683465118917;227,741504342248;14:12:05.089
692321504,578022;724,657769171264;225,082207172056;14:12:05.104
692321517,534189;726,214851387631;217,107664418206;14:12:05.117
692321535,015348;728,897676694152;210,787066846056;14:12:05.135
692321549,685547;760,249623070814;205,142348736412;14:12:05.149
692321562,641713;841,592094527247;181,356476973146;14:12:05.162
692321595,346027;835,940916993133;184,240284577784;14:12:05.195
692321607,42465;851,718233142864;178,603089592346;14:12:05.207
692321624,384073;864,757313499403;192,315744125806;14:12:05.224
692321639,31685;869,374363582436;200,361146744441;14:12:05.239
692321652,389338;877,648320520099;212,202472543761;14:12:05.251
692321669,44926;882,305873933822;220,047966171892;14:12:05.269
692321684,825086;878,493247848388;208,213793570404;14:12:05.285
692321697,300143;878,844049945687;209,978318165717;14:12:05.296
692321714,491782;881,342066630047;215,557394539075;14:12:05.314
692321743,489629;878,573313153452;216,276441111154;14:12:05.343
692321759,38377;882,364680115009;216,936171740617;14:12:05.359
692321774,461093;888,388315691049;217,833500241261;14:12:05.374
692321787,670003;896,900714986946;221,709164883648;14:12:05.387
692321804,851805;961,934462283596;229,751122573545;14:12:05.404
692321819,671682;956,0364475837;229,554222196817;14:12:05.419
692321832,669759;960,72395258592;230,423150348238;14:12:05.433
692321849,635597;955,432675780552;230,065694311974;14:12:05.45
692321864,601731;985,780228100083;227,245660113224;14:12:05.464
692321895,468421;996,1819607849;213,27164242745;14:12:05.495
692321909,476185;993,253936966249;216,021688668053;14:12:05.509
692321922,75694;992,334887654645;214,270428184616;14:12:05.524
692321939,606029;988,83836475072;212,809816470657;14:12:05.539
692321954,373733;991,593857962573;213,636123306433;14:12:05.554
692321967,558266;995,926443372342;208,862668593448;14:12:05.567
692321984,467654;998,53797704298;211,62237275646;14:12:05.584
692321999,596723;1009,85701887181;209,98302509336;14:12:05.599
692322012,584964;1035,12771709515;206,94907663025;14:12:05.612
692322045,670743;1063,21218599608;203,190059960761;14:12:05.645
692322057,47182;1076,89128319448;206,051185718277;14:12:05.657
692322074,731455;1092,20084596403;207,258002948961;14:12:05.675
692322089,595808;1093,91643408415;211,801582933782;14:12:05.69
692322102,445489;1096,3051672981;213,18666321461;14:12:05.702
692322119,369845;1097,84257848211;217,233999374243;14:12:05.719
692322134,601979;1101,20971967677;216,814357749461;14:12:05.735
692322147,514098;1098,3399205505;216,22951112673;14:12:05.747
692322164,326409;1205,23850081036;196,548668439424;14:12:05.763
692322193,382416;1215,23499035421;197,15908370874;14:12:05.793
692322209,764509;1214,22802119112;203,408397759709;14:12:05.809
692322224,641263;1216,31363468112;203,931460008929;14:12:05.825
692322237,23478;1216,03727504512;204,410770345871;14:12:05.837
692322254,548728;1212,80771524153;207,973936866489;14:12:05.855
692322269,448576;1208,87350279971;209,060546799217;14:12:05.869
692322282,688704;1210,41097310734;213,686623919796;14:12:05.882
692322299,515983;1210,60499399681;212,946507232443;14:12:05.899
692322314,53429;1209,89738648296;210,389495705399;14:12:05.914
692322345,42279;1221,53168473585;213,119499575347;14:12:05.945
692322359,460063;1231,44927375217;216,26869756677;14:12:05.959
692322372,443599;1420,32839000833;182,174485579048;14:12:05.972
692322389,217849;1416,29333565655;216,093378947148;14:12:05.989
692322404,529099;1422,20375735621;209,255278973283;14:12:06.004
692322417,525892;1427,72152475803;205,702180217426;14:12:06.017
692322436,077894;1433,30143287307;202,687626171037;14:12:06.036
692322449,624222;1439,33597248251;195,414773848186;14:12:06.049
692322462,441401;1436,35103753374;201,230201916205;14:12:06.062
692322495,219698;1447,45433196347;194,949050577135;14:12:06.095
692322643,18112;1456,1813714936;302,373293046289;14:12:06.243
692322658,969631;1459,16211706447;235,623380907026;14:12:06.258
692322674,340324;1465,52195120569;242,043206389335;14:12:06.274
692322687,188295;1474,41670714038;217,385306181904;14:12:06.287
692322704,316213;1473,53919811371;213,405834239575;14:12:06.304
692322719,513708;1472,24506798736;212,399393933381;14:12:06.319
692322732,624684;1461,8918119588;201,518320284968;14:12:06.332
692322749,515256;1461,49563728485;204,466448891392;14:12:06.349
692322764,669557;1371,32300998215;220,716632249554;14:12:06.364
692322795,661549;880,287984151454;218,871971791168;14:12:06.395
692322809,771522;986,669459695485;221,203629392278;14:12:06.409
692322822,202959;692,458275836161;222,698961047995;14:12:06.422
692322839,539572;632,256606682515;218,542420284804;14:12:06.439
692322854,231581;409,166252553788;205,171573832158;14:12:06.454
692322867,592307;269,816540583663;199,205096457999;14:12:06.467
692322899,469967;38,9625397151198;188,130916138638;14:12:06.499
692322912,64723;37,9366588067217;170,766812288203;14:12:06.512
692322945,156961;38,3372495182912;156,105245448122;14:12:06.545
692322957,731662;37,0547494218093;158,38934395935;14:12:06.558
692322989,383094;44,5510902732392;193,259122291581;14:12:06.589
692323002,570193;45,2559783529511;195,641042496343;14:12:06.602
692323034,352487;30,8990849580002;211,104223715934;14:12:06.634
692323047,442081;33,9518182094927;217,303570688438;14:12:06.647
692323093,331355;26,2849347270919;212,73341718962;14:12:06.694
692323109,127563;51,9838308406236;220,874395882879;14:12:06.708
692323124,242092;103,087157802269;235,790421808968;14:12:06.723
692323137,292343;112,008132263494;234,345521675447;14:12:06.737
692323154,421972;157,624103452298;238,660521599119;14:12:06.754
692323169,501434;153,120557698068;240,254167566873;14:12:06.769
692323182,299796;162,096961518877;239,785733668126;14:12:06.782
692323199,599632;163,050561122409;239,312170741828;14:12:06.799
692323214,57774;233,85772826884;247,072916591431;14:12:06.814
692323245,501307;240,732427155277;251,027455443498;14:12:06.845
692323259,220834;253,83118715476;265,057593398564;14:12:06.859
692323272,26809;255,233479688528;258,292989113549;14:12:06.872
692323289,722308;261,475464267095;263,941617783229;14:12:06.889
692323304,430995;265,243412313134;265,694773413021;14:12:06.904
692323317,315316;269,162539981231;269,287527614862;14:12:06.916
692323334,817858;271,668648019233;266,252910106387;14:12:06.935
692323349,709153;270,44637286039;267,577055950385;14:12:06.949
692323362,341159;252,841001939403;265,182921027078;14:12:06.961
692323395,508193;220,758984171002;267,966760351014;14:12:06.995
692323407,206632;184,824699241953;272,678630122199;14:12:07.007
692323424,47311;113,673187700921;282,863681421247;14:12:07.024
692323439,69156;105,214984558869;288,060902849632;14:12:07.04
692323452,557492;102,589842096701;290,357674491238;14:12:07.052
692323469,600307;41,6430535628797;308,069937525291;14:12:07.069
692323484,649834;40,6421888442012;314,851716915567;14:12:07.084
692323497,343421;40,6025703387689;318,381001164406;14:12:07.097
692323514,589372;44,0620647740521;326,412499172181;14:12:07.114
692323543,369116;44,4311388290824;328,138921497613;14:12:07.143
692323559,407804;46,1270005339663;333,025845739705;14:12:07.159
