RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	AOI Name Binocular	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
1350744.5	18:02:08:422	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	79	3.0	334.1	434.1	375.1	357.5	-	0.3	0.0	1.0	00:00:25:412	-	-	-	-	-	-	-	-
1350778.2	18:02:08:456	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	85	3.0	339.6	431.9	378.6	358.3	-	0.3	0.0	1.0	00:00:25:453	-	-	-	-	-	-	-	-
1350810.9	18:02:08:488	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	85	2.9	425.1	363.9	444.0	305.0	-	0.2	0.0	1.0	00:00:25:495	-	-	-	-	-	-	-	-
1350844.5	18:02:08:522	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	80	2.9	430.9	367.5	450.4	308.1	-	0.2	0.0	1.0	00:00:25:537	-	-	-	-	-	-	-	-
1350877.7	18:02:08:555	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	80	2.9	429.8	365.8	451.1	305.3	-	0.2	0.0	1.0	00:00:25:537	-	-	-	-	-	-	-	-
1350911.3	18:02:08:589	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	80	2.9	429.4	365.5	451.0	304.4	-	0.2	0.0	1.0	00:00:25:578	-	-	-	-	-	-	-	-
1350944.3	18:02:08:622	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	86	2.9	432.7	364.8	456.2	305.0	-	0.2	0.0	1.0	00:00:25:620	-	-	-	-	-	-	-	-
1350977.3	18:02:08:655	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	86	2.9	455.0	367.6	474.6	312.2	-	0.2	0.0	1.0	00:00:25:662	-	-	-	-	-	-	-	-
1351010.6	18:02:08:688	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	2.9	466.9	370.5	486.9	314.7	-	0.2	0.0	1.0	00:00:25:662	-	-	-	-	-	-	-	-
1351044.4	18:02:08:722	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	3.0	466.5	370.9	487.4	313.2	-	0.2	0.0	1.0	00:00:25:703	-	-	-	-	-	-	-	-
1351077.9	18:02:08:755	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	2.9	464.5	370.3	486.0	313.5	-	0.2	0.0	1.0	00:00:25:745	-	-	-	-	-	-	-	-
1351110.5	18:02:08:788	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	2.9	464.5	369.4	488.0	311.5	-	0.2	0.0	1.0	00:00:25:787	-	-	-	-	-	-	-	-
1351143.8	18:02:08:821	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	3.0	462.1	370.6	484.4	311.4	-	0.2	0.0	1.0	00:00:25:828	-	-	-	-	-	-	-	-
1351177.0	18:02:08:854	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	3.0	461.9	369.5	485.0	309.9	-	0.2	0.0	1.0	00:00:25:870	-	-	-	-	-	-	-	-
1351210.5	18:02:08:888	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	3.0	462.3	369.0	485.7	310.7	-	0.2	0.0	1.0	00:00:25:870	-	-	-	-	-	-	-	-
1351244.0	18:02:08:921	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	3.0	465.2	368.1	489.5	309.0	-	0.2	0.0	1.0	00:00:25:912	-	-	-	-	-	-	-	-
1351277.1	18:02:08:954	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	81	3.0	468.3	368.4	491.4	310.7	-	0.2	0.0	1.0	00:00:25:953	-	-	-	-	-	-	-	-
1351310.3	18:02:08:988	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	87	3.0	354.1	385.5	381.2	319.2	-	0.3	0.0	1.0	00:00:25:995	-	-	-	-	-	-	-	-
1351343.5	18:02:09:021	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	87	3.0	199.6	397.0	250.5	307.9	-	0.4	0.0	0.9	00:00:26:037	-	-	-	-	-	-	-	-
1351376.9	18:02:09:054	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	82	3.2	200.2	397.6	253.7	309.2	-	0.4	0.0	0.9	00:00:26:037	-	-	-	-	-	-	-	-
1351410.2	18:02:09:088	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	82	3.2	201.3	395.7	252.0	310.1	-	0.4	0.0	0.9	00:00:26:078	-	-	-	-	-	-	-	-
1351443.5	18:02:09:121	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	82	3.2	199.3	397.7	252.8	310.3	-	0.4	0.0	0.9	00:00:26:120	-	-	-	-	-	-	-	-
1351476.6	18:02:09:154	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	88	3.2	199.2	399.2	252.0	312.0	-	0.4	0.0	0.9	00:00:26:120	-	-	-	-	-	-	-	-
1351509.8	18:02:09:187	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	88	3.1	363.1	391.9	394.2	331.9	-	0.3	0.0	1.0	00:00:26:162	-	-	-	-	-	-	-	-
1351543.4	18:02:09:221	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	88	3.0	466.7	389.6	486.4	336.6	-	0.2	0.0	1.0	00:00:26:203	-	-	-	-	-	-	-	-
1351576.4	18:02:09:254	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.0	469.6	391.7	491.0	334.8	-	0.2	0.0	1.0	00:00:26:244	-	-	-	-	-	-	-	-
1351610.4	18:02:09:288	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.0	469.7	392.0	493.1	334.2	-	0.2	0.0	1.0	00:00:26:286	-	-	-	-	-	-	-	-
1351642.8	18:02:09:320	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.0	473.5	390.9	496.8	335.1	-	0.2	0.0	1.0	00:00:26:327	-	-	-	-	-	-	-	-
1351676.2	18:02:09:354	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	474.7	389.7	498.3	334.7	-	0.2	0.0	1.0	00:00:26:369	-	-	-	-	-	-	-	-
1351710.0	18:02:09:387	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	477.2	389.4	499.8	335.1	-	0.2	0.0	1.0	00:00:26:369	-	-	-	-	-	-	-	-
1351743.2	18:02:09:421	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	478.8	387.9	501.2	334.6	-	0.2	0.0	1.0	00:00:26:411	-	-	-	-	-	-	-	-
1351776.0	18:02:09:453	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	478.7	386.6	500.8	332.5	-	0.2	0.0	1.0	00:00:26:452	-	-	-	-	-	-	-	-
1351810.0	18:02:09:487	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	479.3	387.7	502.7	331.4	-	0.2	0.0	1.0	00:00:26:494	-	-	-	-	-	-	-	-
1351842.6	18:02:09:520	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	480.6	385.6	503.3	331.3	-	0.2	0.0	1.0	00:00:26:494	-	-	-	-	-	-	-	-
1351876.3	18:02:09:554	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	482.5	384.5	504.7	331.4	-	0.2	0.0	1.0	00:00:26:536	-	-	-	-	-	-	-	-
1351909.3	18:02:09:587	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	487.2	382.7	507.9	329.7	-	0.2	0.0	1.0	00:00:26:577	-	-	-	-	-	-	-	-
1351942.4	18:02:09:620	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	487.6	384.6	507.9	333.2	-	0.2	0.0	1.0	00:00:26:619	-	-	-	-	-	-	-	-
1351975.6	18:02:09:653	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	486.3	382.7	507.8	330.1	-	0.2	0.0	1.0	00:00:26:661	-	-	-	-	-	-	-	-
1352009.6	18:02:09:687	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	487.0	381.2	508.6	328.6	-	0.2	0.0	1.0	00:00:26:702	-	-	-	-	-	-	-	-
1352042.5	18:02:09:720	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	487.8	379.3	508.0	327.3	-	0.2	0.0	1.0	00:00:26:702	-	-	-	-	-	-	-	-
1352075.9	18:02:09:753	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	488.5	377.8	509.6	325.0	-	0.2	0.0	1.0	00:00:26:744	-	-	-	-	-	-	-	-
1352109.2	18:02:09:787	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	489.3	378.4	509.8	326.1	-	0.2	0.0	1.0	00:00:26:786	-	-	-	-	-	-	-	-
1352142.1	18:02:09:819	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	489.6	377.5	511.3	326.7	-	0.2	0.0	1.0	00:00:26:827	-	-	-	-	-	-	-	-
1352175.3	18:02:09:853	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	484.9	374.2	506.3	321.6	-	0.2	0.0	1.0	00:00:26:869	-	-	-	-	-	-	-	-
1352208.7	18:02:09:886	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	487.1	374.0	508.6	321.5	-	0.2	0.0	1.0	00:00:26:869	-	-	-	-	-	-	-	-
1352242.3	18:02:09:920	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	488.3	371.6	509.3	322.0	-	0.2	0.0	1.0	00:00:26:911	-	-	-	-	-	-	-	-
1352275.1	18:02:09:952	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	488.2	372.3	510.2	319.0	-	0.2	0.0	1.0	00:00:26:952	-	-	-	-	-	-	-	-
1352308.6	18:02:09:986	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	487.8	372.5	510.7	318.2	-	0.2	0.0	1.0	00:00:26:952	-	-	-	-	-	-	-	-
1352341.7	18:02:10:019	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	485.8	369.2	506.9	317.9	-	0.2	0.0	1.0	00:00:26:994	-	-	-	-	-	-	-	-
1352375.3	18:02:10:053	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	485.3	371.5	506.0	319.4	-	0.2	0.0	1.0	00:00:27:036	-	-	-	-	-	-	-	-
1352408.4	18:02:10:086	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	485.6	372.3	506.9	318.5	-	0.2	0.0	1.0	00:00:27:077	-	-	-	-	-	-	-	-
1352441.4	18:02:10:119	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	486.2	371.2	508.0	316.5	-	0.2	0.0	1.0	00:00:27:119	-	-	-	-	-	-	-	-
1352475.2	18:02:10:152	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	487.9	369.6	508.8	318.5	-	0.2	0.0	1.0	00:00:27:161	-	-	-	-	-	-	-	-
1352508.1	18:02:10:185	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	486.5	372.4	507.7	318.0	-	0.2	0.0	1.0	00:00:27:202	-	-	-	-	-	-	-	-
1352541.4	18:02:10:219	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	484.1	373.4	506.4	318.2	-	0.2	0.0	1.0	00:00:27:202	-	-	-	-	-	-	-	-
1352574.6	18:02:10:252	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.1	484.4	373.2	505.7	320.3	-	0.2	0.0	1.0	00:00:27:244	-	-	-	-	-	-	-	-
1352607.9	18:02:10:285	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	482.5	373.2	502.6	320.4	-	0.2	0.0	1.0	00:00:27:286	-	-	-	-	-	-	-	-
1352641.2	18:02:10:319	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	483.4	373.0	505.3	318.9	-	0.2	0.0	1.0	00:00:27:327	-	-	-	-	-	-	-	-
1352674.4	18:02:10:352	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	484.9	372.4	507.2	317.4	-	0.2	0.0	1.0	00:00:27:327	-	-	-	-	-	-	-	-
1352707.8	18:02:10:385	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	487.5	370.3	507.7	316.6	-	0.2	0.0	1.0	00:00:27:369	-	-	-	-	-	-	-	-
1352741.9	18:02:10:419	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	489.4	370.3	511.6	316.0	-	0.2	0.0	1.0	00:00:27:411	-	-	-	-	-	-	-	-
1352774.5	18:02:10:452	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	488.8	370.3	509.7	316.4	-	0.2	0.0	1.0	00:00:27:452	-	-	-	-	-	-	-	-
1352807.5	18:02:10:485	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	489.3	370.4	511.6	316.7	-	0.2	0.0	1.0	00:00:27:494	-	-	-	-	-	-	-	-
1352841.4	18:02:10:519	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	488.8	370.7	511.7	316.3	-	0.2	0.0	1.0	00:00:27:494	-	-	-	-	-	-	-	-
1352874.4	18:02:10:552	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	488.5	370.1	513.3	315.3	-	0.2	0.0	1.0	00:00:27:536	-	-	-	-	-	-	-	-
1352907.5	18:02:10:585	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	489.3	368.9	511.8	315.6	-	0.2	0.0	1.0	00:00:27:577	-	-	-	-	-	-	-	-
1352940.7	18:02:10:618	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	487.5	369.5	511.6	312.5	-	0.2	0.0	1.0	00:00:27:619	-	-	-	-	-	-	-	-
1352974.6	18:02:10:652	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	486.7	370.5	509.8	314.8	-	0.2	0.0	1.0	00:00:27:661	-	-	-	-	-	-	-	-
1353007.4	18:02:10:685	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	489.9	370.4	512.7	318.0	-	0.2	0.0	1.0	00:00:27:661	-	-	-	-	-	-	-	-
1353040.4	18:02:10:718	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	491.5	369.8	513.1	316.3	-	0.2	0.0	1.0	00:00:27:702	-	-	-	-	-	-	-	-
1353073.7	18:02:10:751	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.2	492.1	368.8	514.0	316.7	-	0.2	0.0	1.0	00:00:27:744	-	-	-	-	-	-	-	-
1353107.0	18:02:10:784	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.3	490.9	371.3	512.5	317.9	-	0.2	0.0	1.0	00:00:27:786	-	-	-	-	-	-	-	-
1353140.3	18:02:10:818	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.3	491.1	370.9	512.3	317.6	-	0.2	0.0	1.0	00:00:27:786	-	-	-	-	-	-	-	-
1353173.5	18:02:10:851	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.3	488.3	371.5	508.8	319.3	-	0.2	0.0	1.0	00:00:27:827	-	-	-	-	-	-	-	-
1353207.0	18:02:10:884	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	488.2	370.9	508.3	318.2	-	0.2	0.0	1.0	00:00:27:869	-	-	-	-	-	-	-	-
1353240.7	18:02:10:918	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	487.8	371.7	510.3	316.9	-	0.2	0.0	1.0	00:00:27:911	-	-	-	-	-	-	-	-
1353273.4	18:02:10:951	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.3	490.1	370.5	510.3	319.8	-	0.2	0.0	1.0	00:00:27:952	-	-	-	-	-	-	-	-
1353306.8	18:02:10:984	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	488.0	369.9	509.0	317.0	-	0.2	0.0	1.0	00:00:27:994	-	-	-	-	-	-	-	-
1353339.9	18:02:11:017	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	489.2	370.1	510.0	318.6	-	0.2	0.0	1.0	00:00:28:036	-	-	-	-	-	-	-	-
1353373.3	18:02:11:051	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	487.7	370.2	510.7	315.7	-	0.2	0.0	1.0	00:00:28:036	-	-	-	-	-	-	-	-
1353406.6	18:02:11:084	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	488.5	368.9	509.1	317.3	-	0.2	0.0	1.0	00:00:28:077	-	-	-	-	-	-	-	-
1353439.8	18:02:11:117	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	489.3	367.5	510.8	316.2	-	0.2	0.0	1.0	00:00:28:119	-	-	-	-	-	-	-	-
1353473.0	18:02:11:150	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	490.8	367.9	514.2	313.9	-	0.2	0.0	1.0	00:00:28:161	-	-	-	-	-	-	-	-
1353506.5	18:02:11:184	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.8	367.6	515.1	316.0	-	0.2	0.0	1.0	00:00:28:161	-	-	-	-	-	-	-	-
1353539.5	18:02:11:217	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	489.5	366.3	512.4	314.1	-	0.2	0.0	1.0	00:00:28:202	-	-	-	-	-	-	-	-
1353573.1	18:02:11:250	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	490.5	367.5	514.6	314.7	-	0.2	0.0	1.0	00:00:28:244	-	-	-	-	-	-	-	-
1353606.8	18:02:11:284	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	489.7	369.9	514.3	317.0	-	0.2	0.0	1.0	00:00:28:286	-	-	-	-	-	-	-	-
1353639.4	18:02:11:317	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.8	369.1	514.1	317.8	-	0.2	0.0	1.0	00:00:28:327	-	-	-	-	-	-	-	-
1353673.2	18:02:11:350	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.1	371.6	515.0	319.8	-	0.2	0.0	1.0	00:00:28:327	-	-	-	-	-	-	-	-
1353706.2	18:02:11:384	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.5	372.4	514.6	320.9	-	0.2	0.0	1.0	00:00:28:369	-	-	-	-	-	-	-	-
1353739.5	18:02:11:417	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.0	372.5	515.1	320.4	-	0.2	0.0	1.0	00:00:28:411	-	-	-	-	-	-	-	-
1353772.5	18:02:11:450	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	489.7	373.5	511.6	321.7	-	0.2	0.0	1.0	00:00:28:452	-	-	-	-	-	-	-	-
1353805.8	18:02:11:483	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	490.9	372.8	513.7	321.8	-	0.2	0.0	1.0	00:00:28:494	-	-	-	-	-	-	-	-
1353839.1	18:02:11:516	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.4	371.7	513.5	322.7	-	0.2	0.0	1.0	00:00:28:494	-	-	-	-	-	-	-	-
1353872.4	18:02:11:550	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.3	369.4	511.8	321.3	-	0.2	0.0	1.0	00:00:28:536	-	-	-	-	-	-	-	-
1353906.4	18:02:11:584	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.4	368.6	511.9	319.9	-	0.2	0.0	1.0	00:00:28:577	-	-	-	-	-	-	-	-
1353939.1	18:02:11:616	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	490.8	369.5	512.2	320.3	-	0.2	0.0	1.0	00:00:28:619	-	-	-	-	-	-	-	-
1353972.3	18:02:11:650	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.2	370.3	512.7	321.0	-	0.2	0.0	1.0	00:00:28:619	-	-	-	-	-	-	-	-
1354005.5	18:02:11:683	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	490.9	371.3	512.2	322.7	-	0.2	0.0	1.0	00:00:28:661	-	-	-	-	-	-	-	-
1354038.8	18:02:11:716	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	489.5	368.2	510.0	320.3	-	0.2	0.0	1.0	00:00:28:702	-	-	-	-	-	-	-	-
1354072.2	18:02:11:749	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	490.6	367.3	513.3	318.9	-	0.2	0.0	1.0	00:00:28:744	-	-	-	-	-	-	-	-
1354105.4	18:02:11:783	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	491.0	364.0	511.2	318.4	-	0.2	0.0	1.0	00:00:28:786	-	-	-	-	-	-	-	-
1354138.7	18:02:11:816	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	489.8	364.6	510.9	319.3	-	0.2	0.0	1.0	00:00:28:786	-	-	-	-	-	-	-	-
1354172.0	18:02:11:849	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	489.7	365.1	510.6	318.8	-	0.2	0.0	1.0	00:00:28:827	-	-	-	-	-	-	-	-
1354205.6	18:02:11:883	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	492.7	365.8	514.5	320.9	-	0.2	0.0	1.0	00:00:28:869	-	-	-	-	-	-	-	-
1354238.7	18:02:11:916	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	493.2	367.1	515.0	321.3	-	0.2	0.0	1.0	00:00:28:911	-	-	-	-	-	-	-	-
1354271.6	18:02:11:949	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	493.8	366.3	514.9	321.0	-	0.2	0.0	1.0	00:00:28:952	-	-	-	-	-	-	-	-
1354304.9	18:02:11:982	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	83	3.4	494.0	367.7	514.9	324.6	-	0.2	0.0	1.0	00:00:28:994	-	-	-	-	-	-	-	-
