RecordingTime [ms]	Time of Day [h:m:s:ms]	Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Tracking Ratio [%]	Category Group	Category Binocular	Index Binocular	Pupil Diameter Right [mm]	Point of Regard Binocular X [px]	Point of Regard Binocular Y [px]	Point of Regard Right X [px]	Point of Regard Right Y [px]	AOI Name Binocular	Gaze Vector Right X	Gaze Vector Right Y	Gaze Vector Right Z	Video Time [h:m:s:ms]	Annotation Name	Annotation Description	Annotation Tags	Mouse Position X [px]	Mouse Position Y [px]	Scroll Direction X	Scroll Direction Y	Content
1379428.2	18:02:37:105	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	159	2.8	418.9	447.0	436.7	431.0	-	0.2	-0.1	1.0	00:00:54:114	-	-	-	-	-	-	-	-
1379461.6	18:02:37:139	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	159	2.8	420.8	446.4	438.1	431.3	-	0.2	-0.1	1.0	00:00:54:114	-	-	-	-	-	-	-	-
1379494.6	18:02:37:172	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	159	2.8	421.5	447.3	438.6	431.9	-	0.2	-0.1	1.0	00:00:54:156	-	-	-	-	-	-	-	-
1379527.7	18:02:37:205	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	159	2.9	419.4	446.1	436.7	430.5	-	0.2	-0.1	1.0	00:00:54:197	-	-	-	-	-	-	-	-
1379561.4	18:02:37:239	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	159	2.9	419.5	448.4	437.2	434.2	-	0.2	-0.1	1.0	00:00:54:239	-	-	-	-	-	-	-	-
1379594.6	18:02:37:272	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	159	2.9	419.6	446.7	438.0	433.0	-	0.2	-0.1	1.0	00:00:54:239	-	-	-	-	-	-	-	-
1379628.0	18:02:37:305	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	160	2.9	424.9	447.1	442.3	433.1	-	0.2	-0.1	1.0	00:00:54:281	-	-	-	-	-	-	-	-
1379660.8	18:02:37:338	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	160	2.8	497.9	453.7	516.0	445.0	-	0.2	-0.1	1.0	00:00:54:322	-	-	-	-	-	-	-	-
1379694.1	18:02:37:371	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	160	2.8	497.3	452.3	514.5	443.8	-	0.2	-0.1	1.0	00:00:54:364	-	-	-	-	-	-	-	-
1379727.8	18:02:37:405	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	160	2.9	497.5	451.4	515.3	442.9	-	0.2	-0.1	1.0	00:00:54:364	-	-	-	-	-	-	-	-
1379761.0	18:02:37:438	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	160	2.9	497.9	449.5	514.9	439.5	-	0.2	-0.1	1.0	00:00:54:406	-	-	-	-	-	-	-	-
1379794.2	18:02:37:471	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	160	2.9	498.8	448.4	517.3	438.4	-	0.2	-0.1	1.0	00:00:54:447	-	-	-	-	-	-	-	-
1379827.4	18:02:37:505	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	160	2.9	497.5	449.3	514.8	440.4	-	0.2	-0.1	1.0	00:00:54:447	-	-	-	-	-	-	-	-
1379860.7	18:02:37:538	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	160	2.9	498.9	448.9	516.2	439.9	-	0.2	-0.1	1.0	00:00:54:531	-	-	-	-	-	-	-	-
1379894.2	18:02:37:572	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	160	2.9	498.7	449.2	515.9	439.2	-	0.2	-0.1	1.0	00:00:54:531	-	-	-	-	-	-	-	-
1379927.4	18:02:37:605	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	161	2.8	500.0	449.3	517.3	439.9	-	0.2	-0.1	1.0	00:00:54:572	-	-	-	-	-	-	-	-
1379960.3	18:02:37:638	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	161	2.8	547.4	454.3	564.2	446.8	-	0.1	-0.1	1.0	00:00:54:614	-	-	-	-	-	-	-	-
1379993.6	18:02:37:671	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	161	2.8	545.9	454.9	561.8	446.4	-	0.1	-0.1	1.0	00:00:54:656	-	-	-	-	-	-	-	-
1380027.0	18:02:37:704	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	161	2.8	545.3	453.9	561.7	445.8	-	0.1	-0.1	1.0	00:00:54:697	-	-	-	-	-	-	-	-
1380060.6	18:02:37:738	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	161	2.8	545.8	454.4	562.6	446.5	-	0.1	-0.1	1.0	00:00:54:697	-	-	-	-	-	-	-	-
1380094.0	18:02:37:771	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	161	2.8	544.2	452.6	559.7	444.2	-	0.1	-0.1	1.0	00:00:54:739	-	-	-	-	-	-	-	-
1380127.0	18:02:37:804	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	161	2.9	543.7	451.5	559.9	442.1	-	0.1	-0.1	1.0	00:00:54:781	-	-	-	-	-	-	-	-
1380159.9	18:02:37:837	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	161	2.8	544.0	452.3	560.0	443.0	-	0.1	-0.1	1.0	00:00:54:822	-	-	-	-	-	-	-	-
1380193.2	18:02:37:871	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	161	2.8	542.6	451.4	557.5	440.6	-	0.1	-0.1	1.0	00:00:54:864	-	-	-	-	-	-	-	-
1380226.9	18:02:37:904	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	162	2.8	523.0	451.4	539.2	441.5	-	0.1	-0.1	1.0	00:00:54:906	-	-	-	-	-	-	-	-
1380260.4	18:02:37:938	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	162	2.8	368.8	454.3	384.1	431.1	-	0.3	-0.1	1.0	00:00:54:906	-	-	-	-	-	-	-	-
1380293.2	18:02:37:971	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	162	2.8	370.0	453.9	387.1	434.8	-	0.3	-0.1	1.0	00:00:54:947	-	-	-	-	-	-	-	-
1380326.3	18:02:38:004	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	162	2.8	370.0	452.4	386.8	432.8	-	0.3	-0.1	1.0	00:00:54:989	-	-	-	-	-	-	-	-
1380359.7	18:02:38:037	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	162	2.8	371.2	451.1	388.8	433.1	-	0.3	-0.1	1.0	00:00:55:031	-	-	-	-	-	-	-	-
1380393.2	18:02:38:071	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	162	2.8	370.4	449.1	388.4	430.8	-	0.3	-0.1	1.0	00:00:55:072	-	-	-	-	-	-	-	-
1380426.2	18:02:38:104	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	162	2.8	368.5	449.4	386.9	429.9	-	0.3	-0.1	1.0	00:00:55:072	-	-	-	-	-	-	-	-
1380459.6	18:02:38:137	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	162	2.9	369.3	448.5	387.6	431.0	-	0.3	-0.1	1.0	00:00:55:114	-	-	-	-	-	-	-	-
1380492.7	18:02:38:170	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	162	2.9	369.5	449.2	388.0	430.9	-	0.3	-0.1	1.0	00:00:55:156	-	-	-	-	-	-	-	-
1380526.2	18:02:38:204	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	162	2.8	371.2	450.1	389.4	431.5	-	0.3	-0.1	1.0	00:00:55:197	-	-	-	-	-	-	-	-
1380559.6	18:02:38:237	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	163	2.9	372.6	450.3	390.6	432.2	-	0.3	-0.1	1.0	00:00:55:197	-	-	-	-	-	-	-	-
1380592.9	18:02:38:270	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	163	2.8	394.8	454.1	412.4	438.2	-	0.2	-0.1	1.0	00:00:55:239	-	-	-	-	-	-	-	-
1380626.1	18:02:38:303	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	163	2.9	394.0	455.3	411.5	437.6	-	0.2	-0.1	1.0	00:00:55:281	-	-	-	-	-	-	-	-
1380659.2	18:02:38:337	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	163	2.9	393.7	454.8	411.5	437.7	-	0.2	-0.1	1.0	00:00:55:281	-	-	-	-	-	-	-	-
1380692.5	18:02:38:370	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	163	3.0	394.5	454.6	412.4	438.0	-	0.2	-0.1	1.0	00:00:55:322	-	-	-	-	-	-	-	-
1380725.8	18:02:38:403	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	163	2.9	394.8	454.7	412.4	439.7	-	0.2	-0.1	1.0	00:00:55:364	-	-	-	-	-	-	-	-
1380759.2	18:02:38:437	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	163	2.9	395.1	454.0	413.1	437.9	-	0.2	-0.1	1.0	00:00:55:406	-	-	-	-	-	-	-	-
1380793.0	18:02:38:470	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	164	3.0	395.4	453.9	413.4	439.5	-	0.2	-0.1	1.0	00:00:55:447	-	-	-	-	-	-	-	-
1380825.5	18:02:38:503	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	164	3.0	376.4	466.8	393.9	452.3	-	0.3	-0.1	1.0	00:00:55:489	-	-	-	-	-	-	-	-
1380859.0	18:02:38:536	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.0	378.4	464.8	396.2	449.2	-	0.3	-0.1	1.0	00:00:55:531	-	-	-	-	-	-	-	-
1380892.3	18:02:38:570	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.0	379.0	464.9	396.5	450.8	-	0.3	-0.1	1.0	00:00:55:531	-	-	-	-	-	-	-	-
1380925.6	18:02:38:603	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.1	380.0	464.7	397.4	450.0	-	0.3	-0.1	1.0	00:00:55:572	-	-	-	-	-	-	-	-
1380958.6	18:02:38:636	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.0	380.8	464.5	398.2	449.1	-	0.3	-0.1	1.0	00:00:55:614	-	-	-	-	-	-	-	-
1380992.4	18:02:38:670	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.0	382.2	466.5	398.8	450.1	-	0.3	-0.1	1.0	00:00:55:656	-	-	-	-	-	-	-	-
1381025.4	18:02:38:703	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.1	384.4	465.3	402.2	450.0	-	0.2	-0.1	1.0	00:00:55:656	-	-	-	-	-	-	-	-
1381058.6	18:02:38:736	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.1	382.2	465.4	399.3	448.7	-	0.3	-0.1	1.0	00:00:55:697	-	-	-	-	-	-	-	-
1381092.1	18:02:38:769	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.1	382.3	464.2	399.5	447.9	-	0.3	-0.1	1.0	00:00:55:739	-	-	-	-	-	-	-	-
1381124.9	18:02:38:802	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.1	383.4	463.6	401.2	447.4	-	0.2	-0.1	1.0	00:00:55:781	-	-	-	-	-	-	-	-
1381158.3	18:02:38:836	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	164	3.2	384.1	464.1	401.4	446.8	-	0.2	-0.1	1.0	00:00:55:822	-	-	-	-	-	-	-	-
1381191.7	18:02:38:869	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	165	3.1	388.0	464.6	406.1	449.1	-	0.2	-0.1	1.0	00:00:55:864	-	-	-	-	-	-	-	-
1381225.1	18:02:38:902	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	165	3.2	411.8	469.5	429.9	456.0	-	0.2	-0.1	1.0	00:00:55:906	-	-	-	-	-	-	-	-
1381258.2	18:02:38:936	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	165	3.1	412.6	469.0	430.3	454.1	-	0.2	-0.1	1.0	00:00:55:906	-	-	-	-	-	-	-	-
1381291.9	18:02:38:969	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	165	3.2	411.7	467.3	429.3	452.7	-	0.2	-0.1	1.0	00:00:55:947	-	-	-	-	-	-	-	-
1381324.7	18:02:39:002	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	165	3.2	411.7	467.6	429.1	451.9	-	0.2	-0.1	1.0	00:00:55:989	-	-	-	-	-	-	-	-
1381358.6	18:02:39:036	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	165	3.2	412.6	467.8	430.5	452.2	-	0.2	-0.1	1.0	00:00:56:031	-	-	-	-	-	-	-	-
1381391.4	18:02:39:069	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	165	3.2	412.2	468.3	429.6	454.0	-	0.2	-0.1	1.0	00:00:56:031	-	-	-	-	-	-	-	-
1381424.8	18:02:39:102	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	165	3.1	412.2	466.1	430.2	451.2	-	0.2	-0.1	1.0	00:00:56:072	-	-	-	-	-	-	-	-
1381457.7	18:02:39:135	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	166	3.1	414.6	466.7	432.4	453.3	-	0.2	-0.1	1.0	00:00:56:114	-	-	-	-	-	-	-	-
1381491.2	18:02:39:169	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	166	3.1	447.1	470.1	464.8	459.1	-	0.2	-0.1	1.0	00:00:56:114	-	-	-	-	-	-	-	-
1381524.3	18:02:39:202	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	166	3.1	446.1	469.9	464.0	458.9	-	0.2	-0.1	1.0	00:00:56:156	-	-	-	-	-	-	-	-
1381557.6	18:02:39:235	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	166	3.1	445.0	469.9	462.3	457.9	-	0.2	-0.1	1.0	00:00:56:197	-	-	-	-	-	-	-	-
1381590.9	18:02:39:268	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	166	3.0	446.5	469.6	464.1	458.8	-	0.2	-0.1	1.0	00:00:56:239	-	-	-	-	-	-	-	-
1381624.7	18:02:39:302	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	166	3.1	445.9	470.3	463.3	458.5	-	0.2	-0.1	1.0	00:00:56:281	-	-	-	-	-	-	-	-
1381657.4	18:02:39:335	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	166	3.0	445.0	469.1	462.1	456.3	-	0.2	-0.1	1.0	00:00:56:322	-	-	-	-	-	-	-	-
1381690.9	18:02:39:368	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	166	3.1	445.1	469.7	462.9	458.2	-	0.2	-0.1	1.0	00:00:56:364	-	-	-	-	-	-	-	-
1381724.2	18:02:39:402	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	166	3.1	444.4	469.7	462.0	457.5	-	0.2	-0.1	1.0	00:00:56:364	-	-	-	-	-	-	-	-
1381757.6	18:02:39:435	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	166	3.1	443.9	468.2	461.2	455.1	-	0.2	-0.1	1.0	00:00:56:406	-	-	-	-	-	-	-	-
1381790.5	18:02:39:468	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	167	3.0	451.2	470.2	468.0	458.3	-	0.2	-0.1	1.0	00:00:56:447	-	-	-	-	-	-	-	-
1381824.2	18:02:39:502	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	167	3.0	493.7	473.2	510.6	463.7	-	0.2	-0.1	1.0	00:00:56:489	-	-	-	-	-	-	-	-
1381857.5	18:02:39:535	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	167	3.0	493.6	473.4	511.1	465.1	-	0.2	-0.1	1.0	00:00:56:489	-	-	-	-	-	-	-	-
1381890.7	18:02:39:568	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	167	3.0	492.8	473.2	509.8	464.0	-	0.2	-0.1	1.0	00:00:56:531	-	-	-	-	-	-	-	-
1381923.7	18:02:39:601	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	167	3.0	493.4	472.7	510.5	462.2	-	0.2	-0.1	1.0	00:00:56:572	-	-	-	-	-	-	-	-
1381957.0	18:02:39:634	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	168	3.0	492.3	474.0	509.1	464.3	-	0.2	-0.1	1.0	00:00:56:614	-	-	-	-	-	-	-	-
1381990.2	18:02:39:668	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	168	3.0	491.5	472.0	508.3	462.0	-	0.2	-0.1	1.0	00:00:56:656	-	-	-	-	-	-	-	-
1382023.7	18:02:39:701	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	168	2.9	512.7	475.3	528.8	465.7	-	0.1	-0.1	1.0	00:00:56:697	-	-	-	-	-	-	-	-
1382056.7	18:02:39:734	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	168	2.9	518.9	475.9	534.2	466.4	-	0.1	-0.1	1.0	00:00:56:697	-	-	-	-	-	-	-	-
1382090.2	18:02:39:768	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	168	2.9	518.0	475.1	534.8	466.3	-	0.1	-0.1	1.0	00:00:56:739	-	-	-	-	-	-	-	-
1382123.5	18:02:39:801	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	168	3.0	518.3	475.0	534.6	465.8	-	0.1	-0.1	1.0	00:00:56:781	-	-	-	-	-	-	-	-
1382156.7	18:02:39:834	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	169	2.9	516.2	475.7	532.1	467.0	-	0.1	-0.1	1.0	00:00:56:822	-	-	-	-	-	-	-	-
1382190.0	18:02:39:867	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	169	2.9	517.4	475.9	532.7	466.1	-	0.1	-0.1	1.0	00:00:56:864	-	-	-	-	-	-	-	-
1382223.3	18:02:39:901	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	169	2.8	547.4	477.6	563.4	469.8	-	0.1	-0.1	1.0	00:00:56:864	-	-	-	-	-	-	-	-
1382256.6	18:02:39:934	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	169	2.8	547.4	479.3	562.1	470.1	-	0.1	-0.1	1.0	00:00:56:906	-	-	-	-	-	-	-	-
1382289.7	18:02:39:967	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	169	2.8	547.4	478.5	562.5	469.3	-	0.1	-0.1	1.0	00:00:56:947	-	-	-	-	-	-	-	-
1382322.9	18:02:40:000	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	169	2.8	547.2	477.1	562.8	468.0	-	0.1	-0.1	1.0	00:00:56:947	-	-	-	-	-	-	-	-
1382356.1	18:02:40:033	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	169	2.8	545.6	477.2	560.4	467.5	-	0.1	-0.1	1.0	00:00:56:989	-	-	-	-	-	-	-	-
1382389.4	18:02:40:067	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	170	2.8	544.7	477.2	559.3	467.5	-	0.1	-0.1	1.0	00:00:57:031	-	-	-	-	-	-	-	-
1382423.2	18:02:40:101	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	170	2.8	571.9	477.3	586.4	468.6	-	0.1	-0.1	1.0	00:00:57:072	-	-	-	-	-	-	-	-
1382456.2	18:02:40:134	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	170	2.8	570.7	477.8	585.6	469.6	-	0.1	-0.1	1.0	00:00:57:114	-	-	-	-	-	-	-	-
1382489.3	18:02:40:167	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	170	2.8	570.7	477.4	584.9	469.2	-	0.1	-0.1	1.0	00:00:57:156	-	-	-	-	-	-	-	-
1382522.5	18:02:40:200	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	170	2.8	570.9	476.7	586.1	469.0	-	0.1	-0.1	1.0	00:00:57:197	-	-	-	-	-	-	-	-
1382555.9	18:02:40:233	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	170	2.8	569.9	477.1	584.4	468.8	-	0.1	-0.1	1.0	00:00:57:197	-	-	-	-	-	-	-	-
1382589.1	18:02:40:266	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	170	2.8	570.1	477.7	583.6	468.3	-	0.1	-0.1	1.0	00:00:57:239	-	-	-	-	-	-	-	-
1382622.4	18:02:40:300	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	171	2.8	559.5	475.7	573.3	465.4	-	0.1	-0.1	1.0	00:00:57:281	-	-	-	-	-	-	-	-
1382655.6	18:02:40:333	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	171	2.2	377.3	490.8	388.6	479.9	-	0.3	-0.1	1.0	00:00:57:322	-	-	-	-	-	-	-	-
1382689.0	18:02:40:366	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	171	2.8	379.0	474.6	395.0	458.5	-	0.3	-0.1	1.0	00:00:57:322	-	-	-	-	-	-	-	-
1382722.9	18:02:40:400	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	171	2.9	378.4	473.8	393.7	455.1	-	0.3	-0.1	1.0	00:00:57:364	-	-	-	-	-	-	-	-
1382755.6	18:02:40:433	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	171	2.9	378.2	470.7	394.4	451.9	-	0.3	-0.1	1.0	00:00:57:406	-	-	-	-	-	-	-	-
1382788.8	18:02:40:466	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	171	2.9	378.0	471.1	394.2	451.8	-	0.3	-0.1	1.0	00:00:57:447	-	-	-	-	-	-	-	-
1382822.0	18:02:40:499	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	171	2.9	380.4	469.4	397.3	453.8	-	0.3	-0.1	1.0	00:00:57:489	-	-	-	-	-	-	-	-
1382855.8	18:02:40:533	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	171	2.9	381.0	469.6	397.3	454.0	-	0.3	-0.1	1.0	00:00:57:531	-	-	-	-	-	-	-	-
1382889.2	18:02:40:567	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	172	3.0	382.7	467.4	399.9	451.6	-	0.2	-0.1	1.0	00:00:57:531	-	-	-	-	-	-	-	-
1382922.8	18:02:40:600	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Saccade	172	2.9	424.1	470.6	440.9	457.6	-	0.2	-0.1	1.0	00:00:57:572	-	-	-	-	-	-	-	-
1382955.4	18:02:40:633	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	172	3.0	420.9	468.6	437.5	455.3	-	0.2	-0.1	1.0	00:00:57:614	-	-	-	-	-	-	-	-
1382988.3	18:02:40:666	Trial001	Iselin-3-recording.avi	25394.0	85513.0	Iselin	Coral	98.0	Eye	Visual Intake	172	3.0	420.1	469.3	437.0	455.1	-	0.2	-0.1	1.0	00:00:57:656	-	-	-	-	-	-	-	-
