timestamp,index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
24422.7180393,0,0.9975158469323879,0.5663083061984695,0.13964672428945069,24422.7199788-0 24422.7160998-1,73.78514673486134,362.37008858233696,1169.8982832005763,20.36003044099806,15.220811450022955,-19.32517613206421,0.0430818683234441,0.2818578744621545,0.9584884408408052,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09119789411424664,0.2772078325764973,0.9564720391456136
24422.7259949,0,0.998072195435953,0.56652804438347371,0.14017741924761407,24422.7199788-0 24422.7320109-1,72.8922950940041,355.72012614229715,1150.2406234006057,20.36003044099806,15.220811450022955,-19.32517613206421,0.0430818683234441,0.2818578744621545,0.9584884408408052,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09201332803780234,0.2758116746251153,0.9567975060606597
24422.7340044,0,0.998072195435953,0.56628100169628104,0.14020562428260219,24422.7359978-0 24422.7320109-1,71.7299538284588,351.9654729309218,1138.2294535661633,20.36003044099806,15.220811450022955,-19.32517613206421,0.04256948542258806,0.2814718510362171,0.9586247628687158,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09201332803780234,0.2758116746251153,0.9567975060606597
24422.7420333,0,0.9974987267617347,0.56622369050991073,0.14049479878466875,24422.7359978-0 24422.7480689-1,71.96128508857092,353.28196966004396,1143.4929737763173,20.36003044099806,15.220811450022955,-19.32517613206421,0.04256948542258806,0.2814718510362171,0.9586247628687158,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09179385634544307,0.27549084382537253,0.9569110109647696
24422.750048,0,0.9974987267617347,0.56638312590116657,0.14080921403745938,24422.7520271-0 24422.7480689-1,72.70666909274976,355.3646109752039,1151.3063639261065,20.36003044099806,15.220811450022955,-19.32517613206421,0.04289765356140705,0.2811828141476554,0.9586949547937188,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09179385634544307,0.27549084382537253,0.9569110109647696
24422.7580358,0,0.9989439516788942,0.56602144845525437,0.14204400906565595,24422.7520271-0 24422.7640446-1,74.23525268971096,364.59024643279434,1185.6690757577514,20.36003044099806,15.220811450022955,-19.32517613206421,0.04289765356140705,0.2811828141476554,0.9586949547937188,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09041781447251557,0.2744108840919616,0.9573522264652038
24422.7660372,0,0.9989439516788942,0.56541241805068621,0.14147278234775973,24422.7680298-0 24422.7640446-1,71.30962347638447,355.6594238349667,1154.7062535016394,20.36003044099806,15.220811450022955,-19.32517613206421,0.041639660697914214,0.2812689375350018,0.9587251553155857,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09041781447251557,0.2744108840919616,0.9573522264652038
24422.7760684,0,0.9989359922054776,0.56562153332259191,0.14101413557715181,24422.7680298-0 24422.7841071-1,70.49006796759357,350.3258904181634,1135.7853908656784,20.36003044099806,15.220811450022955,-19.32517613206421,0.041639660697914214,0.2812689375350018,0.9587251553155857,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09120946062020042,0.27462601460273217,0.9572154336390493
24422.7840853,0,0.9989359922054776,0.56559497668466274,0.14078181145146018,24422.7840634-0 24422.7841071-1,70.37291422883922,350.1742477714561,1134.499844201654,20.36003044099806,15.220811450022955,-19.32517613206421,0.04158634145973723,0.28160809133420167,0.958627904402486,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09120946062020042,0.27462601460273217,0.9572154336390493
24422.7940761,0,0.9989359922054776,0.56489574367196371,0.13989647975908781,24422.8040451-0 24422.7841071-1,67.27995899737037,341.0248499312305,1101.9941682271874,20.36003044099806,15.220811450022955,-19.32517613206421,0.04014463793801348,0.28207782550733473,0.9585512549686007,-39.76557303497659,14.841185549792364,-20.349805425775426,0.09120946062020042,0.27462601460273217,0.9572154336390493
