// Data mode  : Full
// Transmission speed  : 100Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,1,2016/11/10 08:08:10.58,-10814,8125,-5525,-3162,-12555,16537,162,7,155,-84
,2,2016/11/10 08:08:10.59,-10814,8125,-5525,-3162,-12555,16537,193,14,179,-103
,3,2016/11/10 08:08:10.60,-10814,8125,-5525,-3162,-12555,16537,213,-4,217,-104
,4,2016/11/10 08:08:10.61,-10814,8125,-5525,-3162,-12555,16537,273,-18,291,-127
,5,2016/11/10 08:08:10.62,-10814,8125,-5525,-3162,-12555,16537,288,-8,296,-140
,6,2016/11/10 08:08:10.63,-10814,8125,-5525,-3162,-12555,16537,317,-3,320,-157
,7,2016/11/10 08:08:10.64,-10814,8125,-5525,-3162,-12555,16537,341,4,337,-172
,8,2016/11/10 08:08:10.65,-10814,8125,-5525,-3162,-12555,16537,336,5,331,-170
,9,2016/11/10 08:08:10.66,-10814,8125,-5525,-3162,-12555,16537,359,1,358,-180
,10,2016/11/10 08:08:10.67,-10814,8125,-5525,-3162,-12555,16537,331,0,331,-165
,11,2016/11/10 08:08:10.68,-10814,8125,-5525,-3162,-12555,16537,322,-5,327,-158
,12,2016/11/10 08:08:10.69,-10814,8125,-5525,-3162,-12555,16537,291,-20,311,-135
,13,2016/11/10 08:08:10.70,-10814,8125,-5525,-3162,-12555,16537,277,-33,310,-122
,14,2016/11/10 08:08:10.71,-10814,8125,-5525,-3162,-12555,16537,292,-62,354,-115
,15,2016/11/10 08:08:10.72,-10814,8125,-5525,-3162,-12555,16537,247,-55,302,-96
,16,2016/11/10 08:08:10.73,-10814,8125,-5525,-3162,-12555,16537,222,-46,268,-88
,17,2016/11/10 08:08:10.74,-10814,8125,-5525,-3162,-12555,16537,186,-49,235,-68
,18,2016/11/10 08:08:10.75,-10814,8125,-5525,-3162,-12555,16537,140,-63,203,-38
,19,2016/11/10 08:08:10.76,-10814,8125,-5525,-3162,-12555,16537,156,-59,215,-48
,20,2016/11/10 08:08:10.77,-10814,8125,-5525,-3162,-12555,16537,143,-25,168,-59
,21,2016/11/10 08:08:10.78,-10814,8125,-5525,-3162,-12555,16537,150,-33,183,-58
,22,2016/11/10 08:08:10.79,-10814,8125,-5525,-3162,-12555,16537,164,-45,209,-59
,23,2016/11/10 08:08:10.80,-10814,8125,-5525,-3162,-12555,16537,161,-25,186,-68
,24,2016/11/10 08:08:10.81,-10814,8125,-5525,-3162,-12555,16537,172,-26,198,-73
,25,2016/11/10 08:08:10.82,-10814,8125,-5525,-3162,-12555,16537,176,-26,202,-75
,26,2016/11/10 08:08:10.83,-10814,8125,-5525,-3162,-12555,16537,179,-19,198,-80
,27,2016/11/10 08:08:10.84,-10814,8125,-5525,-3162,-12555,16537,112,-24,136,-44
,28,2016/11/10 08:08:10.85,-10814,8125,-5525,-3162,-12555,16537,56,-35,91,-10
,29,2016/11/10 08:08:10.86,-10814,8125,-5525,-3162,-12555,16537,90,-31,121,-29
,30,2016/11/10 08:08:10.87,-10814,8125,-5525,-3162,-12555,16537,81,-29,110,-26
,31,2016/11/10 08:08:10.88,-10814,8125,-5525,-3162,-12555,16537,81,-40,121,-20
,32,2016/11/10 08:08:10.89,-10814,8125,-5525,-3162,-12555,16537,69,-45,114,-12
,33,2016/11/10 08:08:10.90,-10814,8125,-5525,-3162,-12555,16537,59,-26,85,-16
,34,2016/11/10 08:08:10.91,-10814,8125,-5525,-3162,-12555,16537,38,-23,61,-7
,35,2016/11/10 08:08:10.92,-10814,8125,-5525,-3162,-12555,16537,-29,-38,9,33
,36,2016/11/10 08:08:10.93,-10814,8125,-5525,-3162,-12555,16537,-84,-55,-29,69
,37,2016/11/10 08:08:10.94,-10814,8125,-5525,-3162,-12555,16537,-133,-56,-77,94
,38,2016/11/10 08:08:10.95,-10814,8125,-5525,-3162,-12555,16537,-174,-33,-141,103
,39,2016/11/10 08:08:10.96,-10814,8125,-5525,-3162,-12555,16537,-160,-36,-124,98
,40,2016/11/10 08:08:10.97,-10814,8125,-5525,-3162,-12555,16537,-138,-39,-99,88
,41,2016/11/10 08:08:10.98,-10814,8125,-5525,-3162,-12555,16537,-44,-58,14,51
,42,2016/11/10 08:08:10.99,-10814,8125,-5525,-3162,-12555,16537,56,-73,129,8
,43,2016/11/10 08:08:11.00,-10814,8125,-5525,-3162,-12555,16537,157,-62,219,-47
,44,2016/11/10 08:08:11.01,-10814,8125,-5525,-3162,-12555,16537,258,-64,322,-97
,45,2016/11/10 08:08:11.02,-10814,8125,-5525,-3162,-12555,16537,265,-74,339,-95
,46,2016/11/10 08:08:11.03,-10814,8125,-5525,-3162,-12555,16537,262,-95,357,-83
,47,2016/11/10 08:08:11.04,-10814,8125,-5525,-3162,-12555,16537,286,-103,389,-91
,48,2016/11/10 08:08:11.05,-10814,8125,-5525,-3162,-12555,16537,281,-109,390,-86
,49,2016/11/10 08:08:11.06,-10814,8125,-5525,-3162,-12555,16537,290,-129,419,-80
,50,2016/11/10 08:08:11.07,-10814,8125,-5525,-3162,-12555,16537,237,-130,367,-53
,51,2016/11/10 08:08:11.08,-10814,8125,-5525,-3162,-12555,16537,205,-120,325,-42
,52,2016/11/10 08:08:11.09,-10814,8125,-5525,-3162,-12555,16537,207,-96,303,-55
,53,2016/11/10 08:08:11.10,-10814,8125,-5525,-3162,-12555,16537,204,-88,292,-58
,54,2016/11/10 08:08:11.11,-10814,8125,-5525,-3162,-12555,16537,200,-108,308,-46
,55,2016/11/10 08:08:11.12,-10814,8125,-5525,-3162,-12555,16537,169,-114,283,-27
,56,2016/11/10 08:08:11.13,-10814,8125,-5525,-3162,-12555,16537,179,-129,308,-25
,57,2016/11/10 08:08:11.14,-10814,8125,-5525,-3162,-12555,16537,190,-137,327,-26
,58,2016/11/10 08:08:11.15,-10814,8125,-5525,-3162,-12555,16537,188,-135,323,-26
,59,2016/11/10 08:08:11.16,-10814,8125,-5525,-3162,-12555,16537,204,-116,320,-44
,60,2016/11/10 08:08:11.17,-10814,8125,-5525,-3162,-12555,16537,144,-114,258,-15
,61,2016/11/10 08:08:11.18,-10814,8125,-5525,-3162,-12555,16537,126,-132,258,3
,62,2016/11/10 08:08:11.19,-10814,8125,-5525,-3162,-12555,16537,137,-126,263,-5
,63,2016/11/10 08:08:11.20,-10814,8125,-5525,-3162,-12555,16537,117,-111,228,-3
,64,2016/11/10 08:08:11.21,-10814,8125,-5525,-3162,-12555,16537,101,-105,206,2
,65,2016/11/10 08:08:11.22,-10814,8125,-5525,-3162,-12555,16537,48,-111,159,31
,66,2016/11/10 08:08:11.23,-10814,8125,-5525,-3162,-12555,16537,32,-129,161,48
,67,2016/11/10 08:08:11.24,-10814,8125,-5525,-3162,-12555,16537,76,-115,191,19
