// Data mode  : Full
// Transmission speed  : 100Hz
// Accelerometer sensor's range  : 2g
// Gyroscope sensor's range  : 250dps
//
//ARTIFACT,NUM,DATE,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,EOG_L,EOG_R,EOG_H,EOG_V
,1,2016/11/10 08:21:33.61,-10814,8125,-5525,-3162,-12555,16537,-42,-225,183,133
,2,2016/11/10 08:21:33.62,-10814,8125,-5525,-3162,-12555,16537,-49,-224,175,136
,3,2016/11/10 08:21:33.63,-10814,8125,-5525,-3162,-12555,16537,-48,-227,179,137
,4,2016/11/10 08:21:33.64,-10814,8125,-5525,-3162,-12555,16537,-48,-222,174,135
,5,2016/11/10 08:21:33.65,-10814,8125,-5525,-3162,-12555,16537,-53,-228,175,140
,6,2016/11/10 08:21:33.66,-10814,8125,-5525,-3162,-12555,16537,-45,-224,179,134
,7,2016/11/10 08:21:33.67,-10814,8125,-5525,-3162,-12555,16537,-54,-228,174,141
,8,2016/11/10 08:21:33.68,-10814,8125,-5525,-3162,-12555,16537,-68,-245,177,156
,9,2016/11/10 08:21:33.69,-10814,8125,-5525,-3162,-12555,16537,-91,-259,168,175
,10,2016/11/10 08:21:33.70,-10814,8125,-5525,-3162,-12555,16537,-112,-279,167,195
,11,2016/11/10 08:21:33.71,-10814,8125,-5525,-3162,-12555,16537,-114,-284,170,199
,12,2016/11/10 08:21:33.72,-10814,8125,-5525,-3162,-12555,16537,-109,-276,167,192
,13,2016/11/10 08:21:33.73,-10814,8125,-5525,-3162,-12555,16537,-95,-266,171,180
,14,2016/11/10 08:21:33.74,-10814,8125,-5525,-3162,-12555,16537,-88,-252,164,170
,15,2016/11/10 08:21:33.75,-10814,8125,-5525,-3162,-12555,16537,-87,-254,167,170
,16,2016/11/10 08:21:33.76,-10814,8125,-5525,-3162,-12555,16537,-78,-251,173,164
,17,2016/11/10 08:21:33.77,-10814,8125,-5525,-3162,-12555,16537,-80,-248,168,164
,18,2016/11/10 08:21:33.78,-10814,8125,-5525,-3162,-12555,16537,-80,-248,168,164
,19,2016/11/10 08:21:33.79,-10814,8125,-5525,-3162,-12555,16537,-80,-242,162,161
,20,2016/11/10 08:21:33.80,-10814,8125,-5525,-3162,-12555,16537,-78,-242,164,160
,21,2016/11/10 08:21:33.81,-10814,8125,-5525,-3162,-12555,16537,-70,-238,168,154
,22,2016/11/10 08:21:33.82,-10814,8125,-5525,-3162,-12555,16537,-75,-239,164,157
,23,2016/11/10 08:21:33.83,-10814,8125,-5525,-3162,-12555,16537,-72,-241,169,156
,24,2016/11/10 08:21:33.84,-10814,8125,-5525,-3162,-12555,16537,-73,-238,165,155
,25,2016/11/10 08:21:33.85,-10814,8125,-5525,-3162,-12555,16537,-77,-241,164,159
,26,2016/11/10 08:21:33.86,-10814,8125,-5525,-3162,-12555,16537,-71,-235,164,153
,27,2016/11/10 08:21:33.87,-10814,8125,-5525,-3162,-12555,16537,-73,-233,160,153
,28,2016/11/10 08:21:33.88,-10814,8125,-5525,-3162,-12555,16537,-68,-238,170,153
,29,2016/11/10 08:21:33.89,-10814,8125,-5525,-3162,-12555,16537,-66,-234,168,150
,30,2016/11/10 08:21:33.90,-10814,8125,-5525,-3162,-12555,16537,-70,-240,170,155
,31,2016/11/10 08:21:33.91,-10814,8125,-5525,-3162,-12555,16537,-63,-236,173,149
,32,2016/11/10 08:21:33.92,-10814,8125,-5525,-3162,-12555,16537,-63,-233,170,148
,33,2016/11/10 08:21:33.93,-10814,8125,-5525,-3162,-12555,16537,-60,-236,176,148
