TimeStamp;GazeX;GazeY
6389349,97645769;133,413951452408;120,347192274923
6389365,88302058;142,820487835568;130,495345295212
6389380,41253999;140,921825144892;129,965084051046
6389392,44328142;137,584385178127;127,402064053649
6389410,08312296;140,560902490552;127,899036840587
6389439,52020726;136,707111304437;125,68643045513
6389457,63046739;131,326507177182;125,155804593689
6389472,63126068;134,75480320978;124,344534508068
6389484,57689911;136,32386091834;124,255988746456
6389502,73377345;145,546120765762;132,607834261172
6389517,2957945;153,203740128164;139,155196527184
6389528,93010136;148,843876296474;135,492076142492
6389547,74598936;138,621184370334;135,174462803522
6389561,71057882;145,114659974885;134,879042055377
6389608,01772879;134,240168864905;127,335890184592
6389618,40072222;131,066145252944;127,599697415312
6389637,60491938;147,226476087176;129,089816914689
6389652,75966785;145,874363086467;137,918753978185
6389663,48948807;142,26486683048;143,165867475762
6389683,07258601;135,103314288557;138,582880830835
6389696,01636715;132,123346429806;134,550175166154
6389708,19678721;128,415915398445;129,584146168482
6389741,40705619;137,017492711438;131,186465368639
6389752,59403774;135,600042431009;129,862083372575
6389770,05854145;133,736902264409;127,536467983467
6389785,14785898;139,895523806651;130,59274114692
6389797,87952409;145,003505172121;133,013808924292
6389815,60190271;139,267616250979;130,482116509204
6389830,55907538;142,087742976004;132,795036109817
6389842,63771397;137,780052245133;134,181272877333
6389860,40071965;137,875733312097;138,82634708525
6389888,83068053;136,131221460634;141,912886778484
6389905,72426714;136,069156472819;144,50709977463
6389920,46333664;136,866166196619;144,95871893544
6389932,42094937;137,163011738244;144,725185884151
6389950,00134711;139,788736480833;143,092826454316
6389965,20869693;140,439711084465;142,936870796702
6389979,91654774;139,910956683508;143,212447399207
6389996,31705015;140,372802733062;142,605050188348
6390011,1215506;138,254394229169;145,387653296009
6390041,50417625;135,831673787068;150,865152111206
6390055,73989787;135,42314489976;151,432922501576
6390067,69451701;136,323003573487;159,299646322497
6390086,16742711;138,69428430997;159,405552603216
6390101,22851951;138,811790482021;160,247434997999
6390113,4517049;140,549634750859;158,306268096123
6390130,80801234;144,081529584086;148,453672196636
6390148,41962877;145,617716508688;152,265368842196
6390158,46434847;146,498909184912;152,022351779255
6390191,49500309;141,889421476085;146,542860022032
6390202,82909736;143,025655961821;147,775912244637
6390235,96153344;140,640013875278;144,74741612115
6390247,95421373;139,709387012038;144,001145970308
6390280,57774244;137,749017578426;141,74341285694
6390292,52722975;150,961764822566;148,839392586642
6390338,30024081;153,048919992234;150,668351965481
6390355,14849618;152,751726311561;150,673116652947
6390370,12833447;155,676358280863;149,115946389771
6390382,22536215;153,486537308425;141,207922336101
6390400,30953543;133,434197493125;124,903397885095
6390415,53228076;141,041016042308;141,770666794409
6390427,70799665;138,176719014846;139,394033830879
6390445,20158078;135,293517969763;138,901243447773
6390460,10572444;128,59074333844;135,005214440269
6390491,87266368;108,855022095236;123,888733898816
6390505,70297001;118,222003437611;132,396141062865
6390519,31602849;120,28556150109;134,194522919572
6390535,03314099;109,740874149272;118,214102893369
6390550,20114671;116,844591244879;126,869231408577
6390562,30031266;121,562251509721;134,031558849184
6390580,14671073;115,040138062593;127,666498704069
6390595,17957802;118,03188233025;130,875006001319
6390607,33220062;126,56673076634;138,395403077114
6390641,00262451;143,569051481658;153,559855940022
6390652,16437452;134,213905790757;151,451921060277
6390669,81362443;131,731257694881;132,747860424994
6390685,02867201;135,872641975324;138,412932063473
6390697,24715322;140,192187904606;143,326902486779
6390715,09825547;137,183502991799;131,901036217201
6390730,2542869;140,467623555842;135,25840594299
6390742,31111518;169,48129683321;137,840737665093
6390759,79229737;174,055993799947;134,216292274695
6390788,24962805;178,047732550337;130,06543772187
6390804,87122719;183,206534020282;134,54432051254
6390820,12647417;186,030889217445;130,894454785049
6390832,24659513;191,772977907407;132,032651480499
6390850,11352056;193,716078294567;128,558312732269
6390865,11944569;196,984854762004;121,917567593117
6390877,27164064;194,70204440718;124,201304832236
6390894,91832464;185,323359608662;127,320999519496
6390910,40236612;180,4910404568;139,141549548522
6390940,86325231;167,627152146741;122,541140656218
6390954,85991576;168,710477363044;130,357590626945
6390967,22850326;182,229169947009;124,063907768672
6390985,17069566;176,654274449235;119,394252720512
6391000,01026368;197,368613923868;116,516872497734
6391012,41776762;194,706366267063;131,241998915052
6391029,99559945;200,864479277307;135,486819334595
6391044,85184594;188,527708316394;144,11264448216
6391057,19862313;190,834687559901;131,418616864271
6391091,02171923;193,405055568973;131,619074608628
6391102,16850137;200,190525098888;128,175865581183
6391119,7471885;201,490084292971;122,378868067471
6391134,80058315;196,121605408576;122,998590248231
6391147,51856336;195,923157044206;123,986163356612
6391164,81029515;198,722137949106;131,197913454162
6391180,0018218;201,107922994906;130,716949965601
6391192,31866326;200,172686551159;127,778947326029
