TimeStamp;GazeX;GazeY;TimeStampWindows
861918150,113371;536,641882915789;128,411084407838;13:18:14.243
861918163,804672;529,099742541314;129,593165290939;13:18:14.247
861918194,809066;520,795023910162;137,7629184552;13:18:14.277
861918208,820679;514,090948343274;140,224816548157;13:18:14.291
861918240,962629;503,848989861336;139,173317929011;13:18:14.323
861918253,147738;494,698213073287;126,447423151277;13:18:14.336
861918269,659837;495,29268005088;119,68873577494;13:18:14.353
861918284,936019;485,290275536907;117,946852238612;13:18:14.367
861918298,117558;474,24782223055;123,579032288973;13:18:14.381
861918314,867004;463,363757498906;110,203178478261;13:18:14.397
861918330,463071;460,31829320433;114,087097882739;13:18:14.413
861918343,358938;461,62124052087;87,2525808774042;13:18:14.426
861918359,82314;452,544848596847;91,5295918832436;13:18:14.442
861918388,824836;448,261609689004;85,8157369017826;13:18:14.471
861918406,571996;451,460109738691;83,5200910320655;13:18:14.489
861918419,594021;446,060614130103;71,2495053450427;13:18:14.502
861918432,808917;445,190610801297;69,2401552408703;13:18:14.516
861918449,499775;428,067599258561;59,1866098680725;13:18:14.532
861918464,864481;425,420559395054;52,3035407479354;13:18:14.548
861918478,258136;339,401090944498;59,3141321172279;13:18:14.561
861918494,786058;285,300630192773;79,7871246121239;13:18:14.578
861918510,128954;257,181692995787;104,652820811465;13:18:14.593
861918540,504271;242,988285842497;100,623353773242;13:18:14.623
861918554,884521;241,966586392451;101,18248262156;13:18:14.637
861918568,277748;248,918082985707;74,6794918713928;13:18:14.651
861918584,722278;242,725623316009;67,0840176125698;13:18:14.668
861918599,886843;238,383563600136;66,8667564351419;13:18:14.682
861918613,085916;235,628032683743;67,3482006363607;13:18:14.696
861918629,485542;235,246491343216;70,0430679861238;13:18:14.713
861918644,830149;236,738761667164;75,4093509435913;13:18:14.727
861918658,054026;243,011241670607;80,0314316225158;13:18:14.741
861918690,878082;248,044700625059;86,7973812417147;13:18:14.774
861918702,863905;252,848356694107;83,0338405114751;13:18:14.786
861918719,257544;298,526542910882;84,6635545679499;13:18:14.802
861918734,941279;352,617378198332;89,9376948565431;13:18:14.818
861918748,275063;359,765651569512;91,9689960723835;13:18:14.831
861918764,567776;427,358440588694;102,863674974221;13:18:14.848
861918779,574965;433,428652630792;103,627494155262;13:18:14.862
861918792,8848;437,219273125362;103,358053380879;13:18:14.875
861918838,469585;445,16663910155;102,771185655896;13:18:14.922
861918869,715175;438,509482932393;110,995922944991;13:18:14.952
861918882,546467;434,789419020157;114,387699197248;13:18:14.966
861918899,42934;400,224020998427;125,868748201073;13:18:14.982
861918915,478291;334,359674766359;85,6602514007702;13:18:15
861918927,833605;284,093156894909;95,6144038094542;13:18:15.01
861918944,742138;222,220245432856;115,055579989346;13:18:15.027
861918961,04597;201,74995492241;119,950212783461;13:18:15.044
861918991,206177;87,8726557489222;154,112952262776;13:18:15.074
861919004,969324;102,28484723786;171,807901420143;13:18:15.088
861919017,57952;108,150871273007;187,455019446147;13:18:15.1
861919034,633027;108,669867724991;182,086056132628;13:18:15.117
861919049,902794;110,954551413723;181,460992909858;13:18:15.133
861919062,730665;117,836091748299;184,759877539573;13:18:15.146
861919079,734137;128,756505136441;187,774307397024;13:18:15.162
861919094,964988;129,298989865622;187,523900848153;13:18:15.178
861919107,578605;124,439919255583;190,703115223615;13:18:15.19
861919141,299876;132,451780183267;189,113206425803;13:18:15.224
861919152,809721;139,15279451752;186,439764309401;13:18:15.235
861919169,747334;153,408998096233;181,236338109379;13:18:15.253
861919185,046182;158,973349390465;182,623271984414;13:18:15.268
861919197,989519;163,408254921848;183,150433753131;13:18:15.281
861919214,6962;194,055047193345;189,012699565362;13:18:15.297
