TimeStamp;GazeX;GazeY;TimeStampWindows
416705286,650724;112,993602954191;33,3809675367116;14:49:39.594
416705316,567195;110,690226425004;32,2896221117146;14:49:39.619
416705331,652657;107,740495113469;27,7791141658085;14:49:39.634
416705346,640186;105,534028024616;32,0023319140847;14:49:39.649
416705360,501705;106,331828206776;31,1382361395558;14:49:39.662
416705376,74012;100,307839633404;40,3935131644196;14:49:39.679
416705391,793081;136,712314429105;82,1965928319389;14:49:39.694
416705405,629368;139,685092436445;89,8323359568946;14:49:39.707
416705421,536352;138,404056035254;85,2522377381836;14:49:39.723
416705436,593162;138,433922522802;75,1147230295536;14:49:39.738
416705467,668145;139,291470014946;71,8888256424684;14:49:39.769
416705481,705857;131,183227330084;54,2056049928463;14:49:39.783
416705495,471154;138,772764541897;69,9286926763453;14:49:39.797
416705511,595813;148,520720507436;83,420464745754;14:49:39.813
416705526,767661;152,137333038035;87,0108566328517;14:49:39.829
416705541,070518;153,684333708054;90,5840612730167;14:49:39.843
416705556,959541;151,341209765717;90,5699386183911;14:49:39.859
416705571,701597;148,847743345256;86,1254440810239;14:49:39.876
416705585,640094;147,072926678088;83,6532353087641;14:49:39.888
416705617,75855;111,100724862348;38,3817398858824;14:49:39.919
416705630,548371;109,594990321875;25,712010679763;14:49:39.932
416705646,565262;111,403026593095;27,9885152576315;14:49:39.948
416705661,732833;145,44084349735;59,7924158138899;14:49:39.963
416705675,500696;139,458642344752;53,1083119444129;14:49:39.977
416705691,672397;193,425816097156;95,4176561788025;14:49:39.993
416705706,783091;204,214411331898;96,4258154409953;14:49:40.008
416705720,656584;209,059083598889;96,4750286568141;14:49:40.023
416705736,693575;229,657702323266;106,363177558038;14:49:40.039
416705766,506126;244,017821810072;106,165230093357;14:49:40.069
416705781,59843;234,057391332568;104,431302578223;14:49:40.083
416705796,62787;235,190707546177;104,367949697106;14:49:40.098
416705810,588177;232,136266572546;105,256642466891;14:49:40.113
416705826,524669;212,407140622533;102,323395829747;14:49:40.128
416705841,764514;210,623792512172;101,770275980895;14:49:40.143
416705855,947628;210,963691944441;102,075388679068;14:49:40.158
416705871,509923;209,09613002551;100,347993008188;14:49:40.173
416705886,891321;260,909990445136;109,351423009438;14:49:40.189
416705917,728957;293,593860624359;116,858906509727;14:49:40.219
416705931,833811;280,306508873309;115,502523190298;14:49:40.233
416705945,534104;284,188669149376;119,903942788866;14:49:40.247
416705961,705378;315,825335529845;120,104811453108;14:49:40.263
416705976,983712;314,754599522965;129,856819974963;14:49:40.278
416705990,642095;346,634072080872;130,231074577846;14:49:40.293
416706006,947224;347,886008809698;101,70654157505;14:49:40.308
416706021,625133;347,756469497892;102,876526345226;14:49:40.323
416706035,615376;360,145062366934;104,700144348995;14:49:40.337
416706067,660703;365,252602880498;100,295392497133;14:49:40.369
416706080,273903;362,770746464622;86,579338269049;14:49:40.382
416706096,232205;360,098646093329;67,1448090182358;14:49:40.398
416706111,649954;367,287999314022;50,9987768979282;14:49:40.415
416706125,396862;389,60335772819;59,2089810633828;14:49:40.427
416706141,352171;401,425228368414;57,7107600452784;14:49:40.443
416706156,703633;419,235914467073;71,7373446357861;14:49:40.459
416706170,410342;424,003256162932;77,1406470915198;14:49:40.473
416706186,366506;418,590701797873;82,3000905530086;14:49:40.489
416706216,469433;440,884376087156;91,3959243251956;14:49:40.518
416706231,687895;464,816619276626;98,0477756763883;14:49:40.533
416706246,714341;481,139802320681;101,808430253026;14:49:40.548
416706260,545497;492,264911599468;101,499643291115;14:49:40.562
416706277,027674;498,660960514335;100,828812867458;14:49:40.579
416706292,232024;499,518858358344;98,8921101142523;14:49:40.595
416706305,714215;500,75573129591;93,74613592352;14:49:40.608
416706321,785845;511,333214669207;93,2226274511871;14:49:40.623
416706336,791336;509,048162783871;92,6845681500275;14:49:40.639
416706367,627261;501,029051618441;95,1520816392596;14:49:40.67
416706381,763333;501,473462790864;95,4790410799047;14:49:40.684
416706395,8823;503,352447046242;96,1516979722573;14:49:40.698
416706411,719576;506,353022822883;95,3649973321767;14:49:40.714
416706426,769971;507,894494281365;95,0957916076104;14:49:40.728
416706440,592146;502,195550628615;92,9180955604698;14:49:40.742
416706456,703547;496,101030986893;92,8270198523486;14:49:40.758
